,ticket_number,resolution,agentid,cpc,firstcontactresolution,fullresolutiontime,replytime,problem,ticketcreationdate,satisfaction,comment
2119,11427,,1390.0,4.0,0.0,9.0,100.0,Payment processing,2021-07-12,Offered,
2120,15679,,1949.0,7.0,0.0,11.0,203.0,Payment processing,2021-08-07,Offered,
2124,11694,,1438.0,3.0,0.0,11.0,242.0,Cheating,2021-06-28,Offered,
2126,13479,,1340.0,4.0,0.0,16.0,734.0,Item do not show,2021-08-08,Offered,
2129,14336,,1317.0,2.0,0.0,3.0,127.0,Wrong password,2021-08-18,Offered,N / A
2137,10702,,1287.0,4.0,0.0,19.0,715.0,Wrong password,2021-05-13,Offered,
2138,14346,,1777.0,,,8.0,229.0,Cheating,2021-08-23,Offered,N / A
2140,12863,,1583.0,3.0,0.0,12.0,222.0,Payment processing,2021-08-23,Offered,
2149,10923,,1287.0,5.0,0.0,4.0,251.0,Wrong password,,Offered,N / A
2151,13747,,1532.0,,0.0,3.0,208.0,Payment processing,2021-08-05,Offered,N / A
2157,14435,,1390.0,2.0,0.0,8.0,141.0,Wrong password,2021-05-22,Offered,N / A
2160,13105,,1248.0,,0.0,9.0,148.0,Wrong password,2021-08-06,Offered,
2163,14822,,1688.0,2.0,0.0,3.0,179.0,,2021-07-23,Offered,
2165,10343,,1648.0,,0.0,9.0,250.0,Wrong password,2021-07-24,Offered,N / A
2167,11071,,1813.0,,0.0,2.0,90.0,Wrong password,2021-07-02,Offered,N / A
2168,12856,,1585.0,5.0,0.0,5.0,72.0,Wrong password,2021-06-12,Offered,
2174,12354,,1817.0,1.0,1.0,16.0,298.0,Item do not show,2021-06-24,Offered,N / A
2177,11889,,1480.0,1.0,1.0,4.0,60.0,Item do not show,2021-08-21,Offered,N / A
2179,12575,,2003.0,3.0,0.0,6.0,,Wrong password,2021-07-26,Offered,N / A
2180,14113,,1477.0,,0.0,36.0,626.0,Wrong password,2021-07-29,Offered,
2184,14805,,1942.0,2.0,0.0,14.0,342.0,Wrong password,2021-06-25,Offered,N / A
2186,13147,,1580.0,2.0,0.0,4.0,25.0,,2021-06-27,Offered,
2187,12589,,2019.0,5.0,0.0,3.0,260.0,Wrong password,2021-06-30,Offered,
2189,14117,,1695.0,1.0,1.0,,156.0,Wrong password,,Offered,
2193,10644,,1754.0,3.0,0.0,16.0,780.0,Item do not show,2021-06-26,Offered,
2194,11562,,1812.0,3.0,0.0,8.0,18.0,Wrong password,2021-07-10,Offered,
2195,11894,,1947.0,1.0,1.0,,,Payment processing,2021-08-10,Offered,
2200,15505,,1455.0,2.0,,10.0,173.0,Item do not show,2021-06-30,Offered,N / A
2201,11599,,1340.0,2.0,0.0,9.0,,Wrong password,,Offered,
2202,13667,,1535.0,6.0,0.0,19.0,322.0,Item do not show,2021-06-22,Offered,N / A
2207,12818,,1949.0,6.0,0.0,3.0,117.0,Payment processing,2021-07-23,Offered,
2222,13514,,1754.0,2.0,0.0,6.0,15.0,Payment processing,2021-05-16,Offered,N / A
2224,11153,,1692.0,,1.0,6.0,29.0,Wrong password,2021-06-02,Offered,N / A
2228,13796,,1341.0,3.0,0.0,7.0,736.0,Wrong password,2021-05-28,Offered,
2230,14909,,1535.0,4.0,0.0,2.0,137.0,Wrong password,2021-05-17,Offered,
2231,12892,,1377.0,4.0,0.0,4.0,501.0,Wrong password,2021-07-12,Offered,
2236,14256,,1532.0,3.0,0.0,8.0,164.0,Wrong password,2021-07-15,Offered,N / A
2239,12260,,1438.0,,,4.0,687.0,Cheating,2021-07-26,Offered,N / A
2243,13945,,1358.0,,0.0,2.0,276.0,Compromited account,2021-06-17,Offered,N / A
2244,13232,,1503.0,1.0,1.0,5.0,104.0,Wrong password,2021-08-18,Offered,
2245,15647,,1522.0,2.0,0.0,9.0,191.0,Item do not show,2021-06-19,Offered,N / A
2247,15568,,1580.0,5.0,,2.0,126.0,Payment processing,2021-07-04,Offered,N / A
2250,14600,,1663.0,,0.0,26.0,482.0,Payment processing,2021-07-18,Offered,N / A
2251,14537,,1648.0,,0.0,,861.0,Cheating,2021-06-13,Offered,
2253,13088,,1777.0,3.0,,8.0,107.0,Cheating,2021-06-01,Offered,N / A
2259,13362,,1770.0,,0.0,,25.0,Payment processing,2021-08-06,Offered,
2261,11504,,1746.0,3.0,0.0,6.0,303.0,Payment processing,2021-06-26,Offered,N / A
2267,13865,,1936.0,7.0,0.0,3.0,154.0,Wrong password,2021-05-30,Offered,
2274,14948,,1921.0,4.0,0.0,3.0,430.0,Payment processing,2021-06-04,Offered,
2275,13771,,1646.0,,0.0,6.0,103.0,Payment processing,2021-05-28,Offered,N / A
2276,11972,,2019.0,3.0,0.0,9.0,713.0,Payment processing,2021-06-25,Offered,
2291,12206,,1358.0,4.0,0.0,7.0,400.0,Wrong password,2021-08-20,Offered,
2294,14778,,1400.0,1.0,1.0,9.0,323.0,Item do not show,2021-08-22,Offered,N / A
2297,14494,,1363.0,2.0,,6.0,280.0,Compromited account,2021-08-13,Offered,N / A
2299,11843,,1806.0,4.0,0.0,25.0,547.0,Item do not show,2021-08-18,Offered,
2304,14304,,1781.0,1.0,1.0,6.0,126.0,Item do not show,2021-06-24,Offered,
2308,11388,,1568.0,4.0,0.0,12.0,215.0,Payment processing,2021-08-23,Offered,
2315,12393,,1695.0,3.0,0.0,20.0,945.0,Compromited account,2021-05-31,Offered,N / A
2333,11655,,1427.0,2.0,0.0,28.0,1091.0,Cheating,2021-08-13,Offered,
2334,14718,,1496.0,3.0,0.0,10.0,161.0,Wrong password,2021-06-13,Offered,
2337,12134,,1942.0,1.0,1.0,9.0,98.0,Item do not show,2021-07-10,Offered,N / A
2339,12444,,1496.0,3.0,0.0,3.0,182.0,Item do not show,2021-06-19,Offered,N / A
2342,14323,,1438.0,3.0,0.0,19.0,,Compromited account,2021-06-19,Offered,N / A
2343,11424,,2019.0,3.0,0.0,8.0,798.0,Payment processing,2021-07-22,Offered,N / A
2350,10805,,1726.0,1.0,1.0,12.0,193.0,Payment processing,2021-08-04,Offered,
2351,12281,,1929.0,5.0,0.0,6.0,735.0,Item do not show,2021-07-01,Offered,
2361,13125,,1427.0,2.0,0.0,16.0,740.0,Wrong password,2021-06-04,Offered,
2363,12360,,1648.0,6.0,0.0,14.0,896.0,Wrong password,2021-05-15,Offered,N / A
2370,11746,,1427.0,5.0,0.0,6.0,58.0,Payment processing,2021-07-12,Offered,
2376,13827,,1319.0,1.0,1.0,6.0,316.0,Payment processing,2021-06-07,Offered,
2379,11546,,1435.0,3.0,0.0,4.0,,Item do not show,2021-07-23,Offered,N / A
2382,14369,,1411.0,,0.0,2.0,,Item do not show,,Offered,N / A
2384,15312,,1532.0,,0.0,14.0,754.0,Payment processing,2021-05-21,Offered,N / A
2387,11715,,1359.0,4.0,0.0,28.0,401.0,Compromited account,2021-08-04,Offered,
2389,12610,,1921.0,3.0,0.0,9.0,114.0,Item do not show,2021-05-12,Offered,
2394,13684,,1496.0,2.0,0.0,19.0,667.0,Wrong password,2021-08-05,Offered,
2395,13801,,1317.0,,0.0,7.0,,Cheating,2021-07-27,Offered,
2399,13691,,1341.0,4.0,0.0,3.0,323.0,Payment processing,2021-06-21,Offered,
2400,12208,,1656.0,1.0,1.0,9.0,582.0,Payment processing,2021-07-09,Offered,N / A
2403,15206,,1480.0,4.0,0.0,7.0,698.0,Wrong password,2021-06-09,Offered,
2408,10225,,1656.0,1.0,1.0,3.0,67.0,Wrong password,2021-08-18,Offered,
2410,12193,,1892.0,3.0,0.0,3.0,34.0,Item do not show,2021-07-30,Offered,N / A
2414,14405,,1532.0,6.0,0.0,3.0,355.0,Item do not show,2021-07-18,Offered,N / A
2421,13403,,1568.0,1.0,1.0,4.0,63.0,Wrong password,2021-05-30,Offered,
2427,13760,,1377.0,2.0,0.0,4.0,940.0,Item do not show,2021-07-01,Offered,
2429,13457,,1688.0,4.0,0.0,28.0,953.0,,2021-05-31,Offered,
2430,12678,,1942.0,3.0,0.0,9.0,788.0,Payment processing,2021-07-20,Offered,
2433,11650,,1759.0,1.0,1.0,8.0,114.0,Item do not show,2021-06-10,Offered,N / A
2439,13117,,1532.0,3.0,0.0,5.0,402.0,Payment processing,2021-06-20,Offered,N / A
2445,10525,,1985.0,5.0,0.0,15.0,,Cheating,2021-08-09,Offered,N / A
2450,14686,,1350.0,3.0,,16.0,457.0,Wrong password,2021-08-23,Offered,N / A
2453,14343,,2028.0,4.0,0.0,12.0,231.0,Item do not show,2021-06-11,Offered,N / A
2454,13131,,1949.0,1.0,1.0,28.0,760.0,Item do not show,2021-08-16,Offered,N / A
2455,10767,,1350.0,,0.0,,512.0,Wrong password,2021-05-25,Offered,
2462,15651,,1360.0,,0.0,7.0,122.0,Payment processing,2021-06-12,Offered,N / A
2476,15013,,1519.0,3.0,0.0,2.0,90.0,Wrong password,2021-08-08,Offered,
2482,10896,,1319.0,2.0,0.0,9.0,128.0,Wrong password,2021-05-24,Offered,
2484,14416,,1837.0,3.0,0.0,8.0,99.0,Wrong password,2021-05-25,Offered,
2489,10613,,1531.0,3.0,0.0,3.0,99.0,,2021-08-03,Offered,N / A
2490,15141,,1535.0,1.0,1.0,14.0,666.0,Wrong password,2021-05-11,Offered,
2493,14907,,1438.0,4.0,0.0,15.0,507.0,Payment processing,2021-06-01,Offered,
2494,14181,,1813.0,3.0,0.0,4.0,595.0,Wrong password,2021-08-01,Offered,N / A
2495,11254,,1688.0,3.0,0.0,7.0,188.0,Wrong password,2021-06-14,Offered,
2496,13793,,1568.0,3.0,0.0,3.0,523.0,Payment processing,2021-08-15,Offered,
2500,11607,,1341.0,2.0,0.0,6.0,308.0,Payment processing,2021-06-01,Offered,
2502,12044,,1646.0,5.0,0.0,3.0,117.0,Wrong password,2021-08-11,Offered,
2507,11162,,2019.0,3.0,0.0,6.0,168.0,Wrong password,2021-06-01,Offered,N / A
2508,14638,,1666.0,3.0,0.0,5.0,417.0,Item do not show,2021-07-11,Offered,
2514,13947,,1532.0,1.0,1.0,4.0,171.0,Item do not show,2021-06-15,Offered,N / A
2520,11668,,1377.0,3.0,0.0,5.0,204.0,Payment processing,2021-07-16,Offered,N / A
2522,15369,,1319.0,1.0,1.0,9.0,67.0,Wrong password,2021-08-21,Offered,
2525,12148,,1438.0,,,16.0,49.0,Item do not show,2021-08-17,Offered,N / A
2529,15491,,1287.0,3.0,0.0,3.0,149.0,Wrong password,2021-05-12,Offered,
2530,10959,,1390.0,2.0,0.0,3.0,150.0,Compromited account,2021-08-20,Offered,
2534,14660,,1663.0,3.0,0.0,,206.0,Payment processing,2021-08-05,Offered,N / A
2537,14463,,1435.0,1.0,1.0,12.0,674.0,Wrong password,2021-07-23,Offered,
2538,10423,,1806.0,6.0,0.0,2.0,113.0,Wrong password,2021-07-23,Offered,
2539,12909,,1583.0,3.0,0.0,5.0,154.0,Wrong password,2021-05-17,Offered,N / A
2540,14390,,1319.0,2.0,0.0,4.0,247.0,Wrong password,2021-08-11,Offered,N / A
2542,11930,,1568.0,2.0,0.0,11.0,746.0,Item do not show,2021-06-09,Offered,
2543,14724,,1532.0,5.0,0.0,9.0,875.0,Item do not show,2021-06-03,Offered,
2545,10919,,1985.0,2.0,0.0,14.0,302.0,Payment processing,2021-06-22,Offered,N / A
2547,14445,,1710.0,,0.0,3.0,30.0,Wrong password,2021-06-06,Offered,
2554,13070,,1759.0,4.0,0.0,2.0,51.0,,2021-08-16,Offered,
2561,12312,,1770.0,4.0,0.0,3.0,173.0,Item do not show,2021-07-16,Offered,N / A
2565,14722,,1781.0,3.0,0.0,11.0,103.0,Wrong password,2021-06-23,Offered,
2569,15249,,2028.0,2.0,0.0,3.0,130.0,,2021-05-15,Offered,
2579,11341,,1857.0,5.0,0.0,7.0,166.0,Wrong password,2021-07-29,Offered,
2580,13347,,1695.0,2.0,0.0,9.0,199.0,Item do not show,2021-08-23,Offered,
2582,15152,,1812.0,,1.0,4.0,777.0,Item do not show,2021-07-11,Offered,
2586,10399,,1899.0,3.0,0.0,6.0,201.0,Item do not show,2021-07-21,Offered,
2587,13953,,1503.0,2.0,0.0,2.0,249.0,Item do not show,2021-05-18,Offered,
2591,11813,,1648.0,2.0,0.0,13.0,223.0,Wrong password,2021-08-18,Offered,
2595,10506,,1754.0,2.0,0.0,2.0,321.0,Item do not show,2021-06-26,Offered,N / A
2597,11241,,1837.0,4.0,0.0,5.0,276.0,Payment processing,2021-07-06,Offered,
2598,13274,,1337.0,3.0,0.0,21.0,987.0,Payment processing,2021-05-14,Offered,
2603,12047,,1358.0,2.0,0.0,11.0,150.0,Wrong password,2021-05-20,Offered,
2610,12767,,1350.0,4.0,0.0,3.0,55.0,Wrong password,2021-08-22,Offered,N / A
2615,10365,,2019.0,4.0,0.0,13.0,372.0,Item do not show,2021-08-06,Offered,
2619,15185,,1666.0,3.0,,,420.0,Payment processing,,Offered,N / A
2620,15304,,1697.0,3.0,0.0,,71.0,Payment processing,2021-06-08,Offered,
2624,15047,,1341.0,2.0,0.0,11.0,574.0,Cheating,2021-05-23,Offered,N / A
2631,14288,,1710.0,1.0,1.0,4.0,62.0,Payment processing,2021-06-17,Offered,N / A
2636,12340,,1666.0,3.0,0.0,8.0,63.0,Wrong password,2021-08-04,Offered,N / A
2641,12538,,1319.0,2.0,0.0,9.0,128.0,Payment processing,2021-05-26,Offered,
2644,11830,,1985.0,,0.0,4.0,181.0,Wrong password,2021-07-24,Offered,
2645,11376,,2028.0,1.0,1.0,6.0,175.0,Wrong password,2021-05-15,Offered,
2646,15213,,1648.0,,,15.0,710.0,Cheating,2021-05-22,Offered,N / A
2650,14665,,1400.0,2.0,0.0,5.0,71.0,Item do not show,2021-07-19,Offered,
2651,14777,,1503.0,4.0,0.0,6.0,21.0,Payment processing,2021-06-23,Offered,
2652,14309,,1996.0,4.0,0.0,3.0,363.0,Wrong password,2021-07-16,Offered,
2657,10516,,1359.0,3.0,0.0,10.0,,Cheating,2021-07-25,Offered,
2662,15401,,1985.0,3.0,,20.0,519.0,Wrong password,2021-06-04,Offered,N / A
2672,14714,,1317.0,3.0,0.0,8.0,42.0,Payment processing,2021-07-13,Offered,N / A
2677,12475,,1438.0,3.0,0.0,2.0,234.0,Wrong password,2021-07-07,Offered,
2682,10464,,1319.0,5.0,0.0,6.0,211.0,Compromited account,2021-07-08,Offered,N / A
2683,11471,,1411.0,2.0,0.0,4.0,,Wrong password,2021-06-09,Offered,
2685,13786,,1341.0,3.0,0.0,2.0,175.0,Wrong password,2021-05-28,Offered,
2687,11544,,1967.0,3.0,0.0,6.0,69.0,Wrong password,2021-05-22,Offered,
2689,11807,,1926.0,,0.0,3.0,131.0,Wrong password,2021-07-09,Offered,
2695,11237,,1359.0,,1.0,15.0,639.0,Cheating,2021-08-10,Offered,
2697,12641,,1317.0,3.0,0.0,7.0,843.0,Item do not show,2021-07-30,Offered,N / A
2699,13628,,1985.0,,0.0,2.0,325.0,Wrong password,2021-08-17,Offered,N / A
2701,13720,,1692.0,1.0,1.0,9.0,157.0,Wrong password,2021-07-14,Offered,
2705,10331,,1921.0,1.0,1.0,5.0,120.0,Wrong password,2021-08-02,Offered,
2706,11394,,1337.0,2.0,0.0,11.0,99.0,Payment processing,,Offered,
2707,10856,,1857.0,2.0,0.0,5.0,52.0,,2021-06-04,Offered,N / A
2708,13588,,1813.0,1.0,1.0,3.0,687.0,Compromited account,2021-05-13,Offered,N / A
2710,12727,,1777.0,,0.0,33.0,765.0,Item do not show,,Offered,
2715,14217,,1337.0,2.0,0.0,21.0,466.0,Item do not show,2021-06-23,Offered,N / A
2720,10480,,1996.0,,0.0,9.0,231.0,Payment processing,2021-07-29,Offered,
2723,14965,,1438.0,3.0,0.0,2.0,42.0,Item do not show,2021-07-25,Offered,
2724,12639,,1363.0,4.0,0.0,7.0,319.0,Item do not show,2021-07-22,Offered,N / A
2726,13155,,1692.0,2.0,0.0,,787.0,Wrong password,2021-06-06,Offered,N / A
2731,11579,,1535.0,3.0,0.0,,93.0,Item do not show,2021-06-23,Offered,
2732,12052,,1340.0,4.0,0.0,8.0,254.0,Wrong password,2021-05-16,Offered,
2734,12317,,1473.0,2.0,0.0,3.0,210.0,Wrong password,2021-08-13,Offered,
2737,14344,,1899.0,3.0,0.0,4.0,709.0,Payment processing,2021-07-06,Offered,
2739,11140,,1340.0,5.0,0.0,8.0,502.0,Item do not show,2021-06-17,Offered,
2744,15131,,1427.0,2.0,0.0,8.0,216.0,Item do not show,2021-06-17,Offered,
2745,13705,,1522.0,4.0,0.0,15.0,602.0,Compromited account,2021-06-27,Offered,N / A
2750,14190,,1746.0,2.0,0.0,7.0,198.0,Payment processing,2021-06-30,Offered,
2757,13591,,1726.0,3.0,0.0,16.0,599.0,Item do not show,2021-07-05,Offered,
2758,13129,,1377.0,4.0,0.0,4.0,857.0,Item do not show,2021-07-12,Offered,
2766,14953,,1531.0,2.0,0.0,,,Wrong password,2021-08-17,Offered,
2768,13104,,1726.0,2.0,0.0,12.0,498.0,Payment processing,2021-05-19,Offered,
2775,10534,,1817.0,3.0,0.0,3.0,,Payment processing,2021-06-28,Offered,N / A
2776,11384,,1358.0,5.0,0.0,10.0,277.0,Item do not show,2021-06-12,Offered,N / A
2781,10667,,1812.0,3.0,0.0,8.0,237.0,Item do not show,2021-05-11,Offered,N / A
2783,12970,,1759.0,,0.0,5.0,707.0,Item do not show,2021-08-14,Offered,
2784,14187,,1384.0,4.0,0.0,3.0,43.0,Wrong password,2021-07-16,Offered,
2786,10499,,1759.0,3.0,0.0,4.0,754.0,Wrong password,2021-08-14,Offered,
2788,10950,,1411.0,4.0,0.0,5.0,204.0,Compromited account,2021-05-29,Offered,N / A
2789,13101,,1473.0,1.0,1.0,8.0,765.0,Item do not show,2021-06-10,Offered,N / A
2794,12784,,1340.0,6.0,0.0,6.0,243.0,Payment processing,2021-07-10,Offered,
2799,14881,,1384.0,3.0,0.0,13.0,494.0,Payment processing,,Offered,N / A
2804,12366,,1427.0,4.0,0.0,16.0,605.0,Compromited account,2021-06-16,Offered,N / A
2807,11171,,1435.0,3.0,0.0,5.0,279.0,Wrong password,2021-05-19,Offered,
2809,11250,,1359.0,2.0,0.0,9.0,665.0,Payment processing,2021-05-16,Offered,
2810,11864,,1377.0,2.0,0.0,13.0,61.0,Wrong password,2021-07-16,Offered,
2812,14025,,1967.0,4.0,0.0,17.0,689.0,Payment processing,2021-05-17,Offered,N / A
2813,12006,,1697.0,4.0,0.0,16.0,548.0,Cheating,2021-05-18,Offered,
2814,15219,,1719.0,4.0,0.0,7.0,807.0,Wrong password,2021-07-05,Offered,N / A
2817,12241,,1317.0,,1.0,11.0,610.0,Payment processing,2021-05-24,Offered,N / A
2819,14156,,1695.0,1.0,1.0,13.0,732.0,Compromited account,2021-08-08,Offered,
2822,12897,,1921.0,3.0,0.0,8.0,629.0,Payment processing,2021-06-30,Offered,N / A
2823,13901,,1566.0,2.0,0.0,11.0,61.0,Wrong password,2021-05-14,Offered,
2826,14386,,1947.0,2.0,0.0,4.0,46.0,Payment processing,2021-06-09,Offered,
2833,13951,,1480.0,2.0,0.0,8.0,769.0,,2021-07-11,Offered,N / A
2836,12176,,1359.0,3.0,0.0,11.0,777.0,Wrong password,2021-07-21,Offered,
2838,10958,,1892.0,5.0,0.0,,,Item do not show,2021-06-26,Offered,
2839,10845,,2028.0,2.0,0.0,3.0,158.0,Wrong password,2021-06-08,Offered,
2842,10964,,1350.0,2.0,0.0,16.0,524.0,Payment processing,2021-08-11,Offered,
2843,15065,,1585.0,2.0,0.0,,33.0,Payment processing,2021-05-29,Offered,N / A
2845,11425,,1522.0,3.0,0.0,2.0,157.0,Item do not show,2021-08-03,Offered,N / A
2846,11913,,1921.0,2.0,0.0,8.0,234.0,Payment processing,2021-08-18,Offered,
2850,12809,,1496.0,1.0,1.0,18.0,,Payment processing,2021-05-12,Offered,
2854,11475,,1646.0,2.0,0.0,3.0,224.0,Payment processing,2021-07-18,Offered,N / A
2857,11880,,1248.0,1.0,1.0,12.0,820.0,Item do not show,2021-05-11,Offered,
2859,14791,,1438.0,1.0,1.0,4.0,174.0,Payment processing,2021-08-11,Offered,
2860,10390,,1770.0,1.0,1.0,3.0,56.0,Payment processing,2021-07-31,Offered,N / A
2865,11814,,1695.0,1.0,1.0,3.0,991.0,Payment processing,2021-07-10,Offered,N / A
2867,12932,,1426.0,4.0,0.0,7.0,325.0,,2021-08-01,Offered,N / A
2875,11916,,1967.0,4.0,0.0,11.0,222.0,Payment processing,2021-06-28,Offered,N / A
2879,10301,,1319.0,,0.0,4.0,1085.0,Wrong password,2021-06-01,Offered,N / A
2882,12631,,1532.0,3.0,0.0,8.0,57.0,Item do not show,2021-05-11,Offered,
2885,10317,,1813.0,2.0,0.0,17.0,930.0,Wrong password,2021-08-01,Offered,
2886,15489,,1384.0,4.0,0.0,29.0,419.0,Wrong password,,Offered,
2889,11547,,1359.0,2.0,0.0,3.0,231.0,Payment processing,2021-05-19,Offered,N / A
2891,11969,,1806.0,,0.0,10.0,668.0,Wrong password,2021-06-25,Offered,
2896,14719,,1947.0,2.0,0.0,22.0,619.0,Cheating,2021-07-23,Offered,
2900,15447,,1350.0,,0.0,4.0,801.0,Cheating,2021-06-14,Offered,N / A
2902,10222,,1248.0,2.0,0.0,15.0,450.0,Item do not show,,Offered,
2904,15572,,1350.0,4.0,0.0,6.0,96.0,Wrong password,2021-06-10,Offered,N / A
2906,10539,,1377.0,3.0,0.0,3.0,926.0,Wrong password,2021-05-14,Offered,N / A
2909,10616,,1936.0,3.0,0.0,3.0,303.0,Wrong password,2021-05-22,Offered,N / A
2912,13693,,1813.0,2.0,0.0,5.0,201.0,Item do not show,2021-08-10,Offered,N / A
2914,13886,,1503.0,4.0,0.0,3.0,234.0,Wrong password,2021-06-20,Offered,
2916,10612,,1899.0,4.0,0.0,3.0,672.0,Item do not show,2021-05-18,Offered,N / A
2917,14474,,1377.0,2.0,0.0,,331.0,Item do not show,2021-08-18,Offered,
2919,12560,,1548.0,3.0,0.0,5.0,159.0,Cheating,2021-07-08,Offered,
2922,11549,,1646.0,3.0,0.0,12.0,105.0,,2021-07-30,Offered,
2926,11852,,1496.0,3.0,0.0,8.0,263.0,Payment processing,2021-07-05,Offered,N / A
2927,12391,,1571.0,1.0,1.0,15.0,985.0,Payment processing,2021-07-03,Offered,N / A
2934,13413,,1341.0,5.0,0.0,5.0,232.0,Payment processing,2021-07-08,Offered,
2941,13310,,1746.0,5.0,0.0,9.0,15.0,Item do not show,2021-06-22,Offered,N / A
2945,10265,,1287.0,3.0,0.0,9.0,90.0,Item do not show,2021-08-01,Offered,
2952,14586,,1585.0,5.0,0.0,,,Compromited account,2021-05-18,Offered,
2955,14360,,1571.0,4.0,0.0,11.0,865.0,Cheating,2021-06-12,Offered,N / A
2957,12068,,1929.0,2.0,0.0,3.0,499.0,Compromited account,2021-05-23,Offered,
2960,12092,,1985.0,2.0,0.0,4.0,972.0,Payment processing,2021-06-26,Offered,N / A
2962,15176,,1663.0,3.0,0.0,9.0,249.0,,2021-06-01,Offered,N / A
2966,14952,,1336.0,2.0,0.0,7.0,211.0,Item do not show,2021-08-19,Offered,
2970,12288,,2028.0,5.0,0.0,7.0,112.0,Item do not show,2021-08-15,Offered,
2976,12746,,1566.0,,0.0,7.0,245.0,Wrong password,2021-05-17,Offered,N / A
2978,12898,,1390.0,3.0,0.0,6.0,277.0,Item do not show,2021-08-03,Offered,
2980,15508,,1692.0,3.0,0.0,7.0,187.0,Wrong password,2021-05-29,Offered,
2985,11042,,1473.0,2.0,0.0,3.0,89.0,Payment processing,2021-07-03,Offered,
2986,12977,,1427.0,,0.0,5.0,228.0,Item do not show,2021-08-21,Offered,N / A
2992,11272,,1663.0,1.0,1.0,24.0,1156.0,Payment processing,2021-07-02,Offered,
2994,10993,,1806.0,2.0,0.0,7.0,83.0,Item do not show,2021-07-20,Offered,
2996,14499,,1580.0,4.0,0.0,6.0,839.0,Wrong password,2021-08-07,Offered,
3001,12427,,1892.0,3.0,0.0,13.0,488.0,Payment processing,2021-07-21,Offered,N / A
3006,13828,,1358.0,2.0,0.0,2.0,,Item do not show,2021-06-08,Offered,N / A
3008,10624,,1967.0,3.0,0.0,8.0,251.0,Item do not show,2021-08-18,Offered,
3009,13946,,1726.0,2.0,0.0,5.0,201.0,Wrong password,,Offered,
3010,14841,,1671.0,,0.0,8.0,336.0,Wrong password,2021-07-14,Offered,N / A
3016,15094,,1319.0,5.0,0.0,10.0,52.0,Payment processing,2021-07-28,Offered,
3018,15542,,2003.0,2.0,0.0,6.0,106.0,Payment processing,2021-08-07,Offered,
3021,14252,,1781.0,1.0,1.0,24.0,868.0,Wrong password,2021-06-16,Offered,N / A
3024,12585,,1438.0,1.0,1.0,7.0,174.0,Payment processing,2021-07-09,Offered,N / A
3025,15058,,1819.0,3.0,0.0,3.0,273.0,Wrong password,2021-07-15,Offered,
3026,12732,,1726.0,3.0,0.0,6.0,1015.0,Wrong password,2021-07-16,Offered,N / A
3027,12926,,1412.0,,0.0,5.0,605.0,,2021-05-13,Offered,N / A
3029,13080,,1837.0,,0.0,,230.0,Item do not show,2021-07-29,Offered,N / A
3030,13165,,1531.0,2.0,0.0,14.0,1022.0,Payment processing,2021-08-12,Offered,N / A
3034,12405,,1287.0,4.0,0.0,19.0,542.0,Wrong password,,Offered,N / A
3039,11410,,1770.0,5.0,0.0,4.0,334.0,Wrong password,2021-06-05,Offered,N / A
3045,10917,,1426.0,3.0,0.0,6.0,122.0,Item do not show,2021-07-10,Offered,
3052,11459,,1503.0,1.0,,4.0,322.0,Item do not show,2021-07-19,Offered,N / A
3055,10756,,1340.0,4.0,0.0,8.0,175.0,Payment processing,,Offered,
3057,12901,,1359.0,4.0,0.0,9.0,642.0,Wrong password,2021-06-10,Offered,
3058,12948,,1414.0,3.0,0.0,2.0,82.0,Payment processing,2021-08-11,Offered,
3059,12684,,1585.0,,0.0,2.0,141.0,Wrong password,2021-07-15,Offered,N / A
3060,14447,,1480.0,,0.0,11.0,230.0,Payment processing,2021-06-12,Offered,
3065,12100,,1666.0,2.0,0.0,9.0,146.0,Wrong password,2021-05-27,Offered,N / A
3067,10459,,1899.0,2.0,,11.0,888.0,Compromited account,2021-08-21,Offered,N / A
3070,13186,,1427.0,7.0,0.0,5.0,228.0,Item do not show,2021-06-08,Offered,
3071,11790,,1411.0,3.0,0.0,3.0,256.0,Payment processing,2021-05-11,Offered,N / A
3075,13608,,1535.0,4.0,0.0,4.0,162.0,Item do not show,2021-06-29,Offered,
3078,12034,,1817.0,3.0,0.0,5.0,204.0,Item do not show,2021-07-17,Offered,
3080,12011,,1535.0,2.0,0.0,14.0,152.0,Payment processing,2021-06-14,Offered,
3086,10810,,1455.0,2.0,0.0,5.0,83.0,Item do not show,2021-06-18,Offered,N / A
3090,10776,,1319.0,5.0,0.0,9.0,124.0,Payment processing,2021-07-16,Offered,N / A
3091,14531,,2028.0,3.0,0.0,6.0,278.0,Wrong password,2021-06-26,Offered,
3094,12269,,1754.0,4.0,0.0,19.0,645.0,Wrong password,2021-05-16,Offered,
3101,14427,,2019.0,,0.0,4.0,170.0,,2021-07-10,Offered,
3103,10326,,1817.0,2.0,0.0,17.0,536.0,Payment processing,2021-05-22,Offered,
3106,15375,,1819.0,3.0,0.0,5.0,137.0,Wrong password,,Offered,
3108,11187,,1781.0,5.0,0.0,10.0,573.0,Cheating,2021-07-26,Offered,N / A
3115,13538,,1754.0,,,4.0,124.0,Payment processing,2021-08-06,Offered,N / A
3117,14602,,1337.0,2.0,0.0,24.0,529.0,Item do not show,2021-08-06,Offered,
3118,12963,,1942.0,1.0,1.0,4.0,235.0,Wrong password,2021-05-28,Offered,
