,ticket_number,resolution,agentid,cpc,firstcontactresolution,fullresolutiontime,replytime,problem,ticketcreationdate,satisfaction,comment
2989,15261,0.0,1656.0,1.0,1.0,7.0,249.0,Compromited account,2021-06-17,Good,fantastic services
2990,12858,1.0,1580.0,1.0,1.0,8.0,905.0,,2021-08-20,Bad,processus inutile
2991,13219,1.0,1519.0,3.0,0.0,7.0,26.0,,2021-06-26,Good,experiencia asombrosa
2993,10650,1.0,1340.0,1.0,1.0,8.0,354.0,Wrong password,2021-08-16,Good,quick resolution...
2995,11858,1.0,1817.0,3.0,0.0,6.0,209.0,Compromited account,2021-08-07,Good,nice delivery
2997,14121,1.0,1781.0,2.0,0.0,6.0,152.0,Wrong password,2021-05-29,Good,pleasant player mode
2998,11540,1.0,1360.0,2.0,0.0,4.0,21.0,Wrong password,2021-08-12,Good,amazing website
2999,11508,1.0,2019.0,1.0,1.0,4.0,487.0,Wrong password,2021-08-12,Bad,Services Uselless!
3000,12192,1.0,1414.0,2.0,0.0,2.0,74.0,Payment processing,2021-06-03,Good,i like resolution...
3002,14169,1.0,1697.0,1.0,1.0,5.0,248.0,Wrong password,2021-06-10,Good,Résolution utile ...
3003,12116,0.0,1942.0,2.0,0.0,12.0,,Cheating,2021-07-28,Good,reliable agent
3004,13887,1.0,1947.0,4.0,,4.0,669.0,Payment processing,2021-06-28,Bad,N / A
3005,12137,1.0,1336.0,3.0,0.0,8.0,109.0,,2021-08-03,Good,¡increíble! ¡servicios!
3007,15121,1.0,1319.0,1.0,1.0,11.0,186.0,Payment processing,2021-07-20,Good,wonderful website
3011,14932,1.0,1377.0,2.0,0.0,7.0,697.0,Payment processing,2021-05-16,Bad,confusing career mode
3012,14835,0.0,1267.0,2.0,0.0,13.0,,Wrong password,2021-07-08,Bad,I don't like agent
3013,13270,1.0,1566.0,2.0,0.0,24.0,574.0,Compromited account,,Bad,Je n'aime pas la livraison !!
3014,13024,1.0,1531.0,3.0,0.0,5.0,98.0,Payment processing,2021-07-31,Good,"fantastic solution,"
3015,10788,1.0,1340.0,1.0,1.0,6.0,,Payment processing,2021-08-15,Good,wonderful agents behavior
3017,14058,1.0,1646.0,1.0,1.0,2.0,205.0,Item do not show,2021-06-05,Good,nicee services
3019,13309,1.0,1359.0,3.0,0.0,23.0,601.0,Wrong password,2021-05-25,Bad,disappointing agents communication
3020,11721,1.0,1568.0,3.0,0.0,2.0,688.0,Payment processing,2021-06-18,Bad,unpleasant experience
3022,12541,1.0,1319.0,3.0,0.0,7.0,140.0,Item do not show,2021-05-31,Good,Resolución de Niza
3023,10409,1.0,1363.0,5.0,0.0,13.0,478.0,Payment processing,2021-05-28,Bad,useless experience
3028,15315,0.0,1697.0,2.0,0.0,10.0,468.0,Cheating,2021-06-28,Bad,inefficient process
3031,11616,1.0,1287.0,3.0,0.0,5.0,117.0,Wrong password,2021-06-28,Good,welldone: web-site
3032,13484,0.0,1480.0,3.0,0.0,20.0,337.0,Item do not show,2021-07-19,Bad,Résolution irréalisable
3033,14674,1.0,1531.0,2.0,0.0,5.0,,Compromited account,2021-08-18,Good,solución útil
3035,12385,1.0,1427.0,6.0,0.0,8.0,208.0,Wrong password,2021-07-08,Good,fantastic agent's behavior
3036,14424,1.0,1813.0,3.0,0.0,3.0,80.0,Item do not show,2021-06-20,Good,clear agent's communication
3037,14545,1.0,1936.0,2.0,0.0,18.0,761.0,Wrong password,2021-06-02,Bad,
3038,14067,1.0,1455.0,1.0,1.0,25.0,625.0,Payment processing,2021-08-05,Bad,useless process
3040,14756,0.0,1426.0,2.0,0.0,34.0,372.0,Cheating,2021-07-22,Bad,jeu inutile
3041,10353,1.0,1926.0,1.0,1.0,26.0,735.0,Wrong password,2021-08-19,Bad,
3042,14544,1.0,1358.0,3.0,0.0,16.0,726.0,Wrong password,2021-05-18,Bad,unreliable... game
3043,11792,1.0,1947.0,2.0,0.0,7.0,116.0,Wrong password,2021-06-22,Good,pleasant resolution
3044,14160,1.0,1746.0,2.0,,9.0,191.0,Payment processing,2021-05-28,Good,servicio preciso
3046,11808,1.0,1571.0,5.0,0.0,12.0,626.0,Payment processing,,Bad,inefficient resolution
3047,15087,1.0,1358.0,1.0,1.0,,678.0,Payment processing,2021-06-04,Bad,unsatisfactory web-site
3048,13065,1.0,1412.0,4.0,0.0,5.0,279.0,Payment processing,2021-08-20,Good,agent précis
3050,10442,0.0,1710.0,2.0,0.0,4.0,161.0,Compromited account,2021-05-31,Good,N / A
3051,14879,1.0,1358.0,1.0,1.0,11.0,171.0,Payment processing,2021-06-27,Good,amazing! agent`s behavior
3053,13651,1.0,1819.0,2.0,0.0,3.0,295.0,Item do not show,2021-06-27,Good,nicee player mode
3054,11595,0.0,2019.0,5.0,0.0,10.0,503.0,Item do not show,2021-07-23,Bad,unreliable agent's communication
3056,10858,1.0,1522.0,3.0,0.0,2.0,280.0,Wrong password,2021-06-02,Good,reliable agent's behavior
3061,13723,1.0,1267.0,1.0,1.0,3.0,140.0,Item do not show,2021-06-03,Good,amazing! career mode
3062,14214,1.0,1414.0,4.0,0.0,14.0,898.0,Wrong password,2021-06-01,Bad,bad agent
3063,13286,1.0,1535.0,2.0,0.0,9.0,567.0,Wrong password,2021-05-22,Bad,
3064,15272,1.0,1477.0,2.0,0.0,6.0,179.0,Wrong password,2021-07-09,Good,pleasant delivery
3066,11929,1.0,1688.0,2.0,0.0,25.0,648.0,Wrong password,2021-05-16,Bad,proceso horrible
3068,12379,1.0,1813.0,3.0,0.0,6.0,198.0,Item do not show,2021-07-10,Good,eficient career mode
3069,13287,1.0,1692.0,3.0,0.0,16.0,986.0,Item do not show,2021-06-03,Bad,I dont like agents behavior
3072,14679,1.0,1813.0,2.0,0.0,10.0,49.0,Item do not show,2021-08-23,Good,i like career mode
3073,10165,1.0,1358.0,3.0,0.0,12.0,134.0,Payment processing,2021-07-11,Good,étonnante! un service!!!
3074,14924,0.0,1340.0,8.0,0.0,4.0,210.0,Compromited account,2021-06-03,Good,wonderful website
3076,10672,1.0,1754.0,2.0,0.0,5.0,50.0,Item do not show,2021-07-31,Good,Welldone: produit
3077,13968,1.0,1688.0,1.0,1.0,13.0,82.0,Wrong password,2021-05-22,Good,reliable item
3079,11944,1.0,1522.0,5.0,0.0,7.0,66.0,Item do not show,,Good,quick product!
3081,10594,1.0,1287.0,2.0,0.0,5.0,20.0,Payment processing,2021-07-09,Good,good product
3082,12851,1.0,1746.0,2.0,0.0,5.0,286.0,Payment processing,2021-08-05,Good,eficient service!!!
3083,11026,1.0,1777.0,2.0,0.0,9.0,,,2021-07-01,Good,amazing agent
3084,11021,1.0,1358.0,1.0,1.0,11.0,590.0,Item do not show,,Bad,Mode du joueur dur
3085,13098,1.0,1480.0,3.0,0.0,5.0,194.0,Wrong password,2021-08-05,Good,satisfactory resolution
3087,11660,1.0,1571.0,1.0,1.0,3.0,458.0,Payment processing,2021-06-21,Bad,harsh service!!!
3088,11073,1.0,1336.0,4.0,0.0,9.0,172.0,Wrong password,2021-05-29,Good,J'aime la résolution
3089,12293,1.0,1697.0,3.0,0.0,3.0,178.0,Item do not show,2021-06-09,Good,Welldone: solución
3092,11173,1.0,1697.0,4.0,0.0,7.0,49.0,Item do not show,2021-07-16,Good,"i like solution,"
3093,11744,1.0,1985.0,7.0,0.0,10.0,27.0,Payment processing,2021-08-17,Good,amazing! website
3095,14721,0.0,1267.0,2.0,0.0,27.0,343.0,Cheating,2021-05-13,Bad,
3096,13721,1.0,1710.0,2.0,0.0,8.0,162.0,Payment processing,2021-05-24,Good,Grande résolution ...
3097,11834,1.0,1777.0,2.0,0.0,10.0,537.0,Payment processing,2021-05-13,Bad,Le comportement de l'agent peu fiable
3098,10371,1.0,2003.0,2.0,0.0,13.0,857.0,Wrong password,2021-06-01,Bad,unreliable... career mode
3099,13761,1.0,1390.0,2.0,0.0,2.0,225.0,Wrong password,2021-07-26,Good,satisfactory experience
3100,14378,0.0,2003.0,3.0,0.0,3.0,153.0,Item do not show,2021-08-04,Good,agente claro
3102,13162,1.0,1336.0,3.0,0.0,15.0,272.0,Wrong password,2021-06-30,Bad,I don't like agent's communication
3104,13915,1.0,1656.0,1.0,1.0,2.0,269.0,Wrong password,2021-08-13,Good,welldone: delivery.
3105,12200,1.0,1759.0,3.0,0.0,4.0,868.0,Item do not show,2021-06-21,Bad,No me gusta el agente
3107,11292,0.0,1360.0,1.0,1.0,17.0,1083.0,Wrong password,2021-05-30,Bad,Solución de uselless
3109,12279,1.0,1726.0,3.0,0.0,7.0,172.0,Item do not show,2021-07-11,Good,eficient delivery.
3110,14402,0.0,1411.0,3.0,0.0,6.0,674.0,Cheating,2021-07-11,Bad,Comportement de l'agent dur
3111,11633,1.0,1340.0,3.0,,2.0,198.0,Item do not show,2021-06-21,Good,Servicios satisfactorios!
3112,11004,1.0,1455.0,3.0,0.0,3.0,16.0,Item do not show,2021-08-22,Good,Communication des grands agents
3113,12812,1.0,1692.0,2.0,0.0,15.0,614.0,Payment processing,2021-06-19,Bad,unrealiable agent's behavior
3114,10797,0.0,1695.0,3.0,0.0,9.0,247.0,Compromited account,2021-05-12,Bad,I don't like agent`s behavior
3116,15154,0.0,1921.0,2.0,0.0,17.0,844.0,Compromited account,2021-08-13,Bad,"unclear solution,"
3119,15190,1.0,1646.0,3.0,0.0,21.0,475.0,Payment processing,2021-07-24,Bad,unrealiable player mode
3120,14866,1.0,1936.0,2.0,,3.0,146.0,Item do not show,2021-06-29,Good,Me gusta el juego
3121,13751,1.0,1817.0,5.0,0.0,2.0,118.0,Item do not show,2021-05-24,Good,amazing! process
3124,11888,1.0,1781.0,2.0,,4.0,194.0,Item do not show,2021-07-06,Good,Comportamiento del agente bien hecho
3127,13086,1.0,1358.0,4.0,,,,Wrong password,2021-07-04,Good,maravilloso servicio !!!
3128,15545,1.0,1663.0,4.0,0.0,5.0,181.0,Item do not show,2021-07-18,Good,bonne livraison
3130,10708,1.0,1480.0,3.0,0.0,7.0,223.0,Payment processing,2021-06-28,Good,I like experience
3131,12859,1.0,1477.0,2.0,0.0,13.0,238.0,Wrong password,2021-05-24,Good,J'aime la livraison.
3133,14848,1.0,1248.0,2.0,0.0,3.0,510.0,,2021-08-16,Bad,useless resolution...
3134,10790,1.0,1503.0,5.0,0.0,7.0,217.0,Wrong password,2021-07-12,Good,fast player mode
3135,11445,1.0,1566.0,4.0,0.0,,134.0,Item do not show,2021-08-19,Good,precise service!!!
3136,15220,1.0,1583.0,5.0,0.0,4.0,488.0,Compromited account,2021-07-12,Bad,Résolution des usulless ...
3137,10965,1.0,1287.0,2.0,0.0,35.0,683.0,Wrong password,2021-05-20,Bad,harsh resolution
3138,14599,1.0,1583.0,2.0,0.0,6.0,196.0,Item do not show,2021-05-13,Good,good agent's communication
3139,13396,1.0,1710.0,2.0,0.0,4.0,224.0,Payment processing,2021-08-18,Good,amazing agents communication
3141,12819,1.0,1819.0,2.0,0.0,3.0,120.0,Payment processing,2021-08-20,Good,clear agent's behavior
3142,14081,1.0,1770.0,1.0,1.0,6.0,80.0,Wrong password,2021-06-27,Good,Communication des agents bien fait
3143,13420,1.0,1812.0,5.0,0.0,5.0,104.0,Item do not show,2021-06-27,Good,precise delivery.
3144,13156,1.0,1568.0,2.0,0.0,29.0,430.0,Item do not show,2021-06-04,Bad,inefficient agent`s communication
3145,14030,1.0,1710.0,4.0,0.0,3.0,191.0,Item do not show,2021-08-21,Good,Communication des agents précis
3146,10405,1.0,1926.0,2.0,0.0,3.0,672.0,Payment processing,2021-06-15,Bad,I do not like product!
3148,15655,0.0,1503.0,2.0,0.0,10.0,783.0,Compromited account,2021-05-16,Bad,
3149,13899,1.0,1710.0,1.0,1.0,4.0,,Wrong password,2021-06-14,Good,sitio web preciso
3152,12796,1.0,1710.0,2.0,0.0,4.0,1096.0,Compromited account,2021-05-21,Bad,Comportement des agents lents
3153,11211,1.0,1360.0,1.0,1.0,5.0,228.0,Payment processing,2021-06-12,Good,J'aime l'article
3154,10158,1.0,1360.0,2.0,0.0,8.0,173.0,Compromited account,2021-05-17,Good,good agent's behavior
3155,15289,0.0,1942.0,4.0,0.0,5.0,947.0,,2021-07-10,Bad,slow website
3156,15119,0.0,1248.0,2.0,0.0,8.0,768.0,,2021-06-08,Bad,unclear resolution
3157,13201,1.0,1585.0,1.0,1.0,3.0,197.0,Payment processing,2021-08-14,Good,useful delivery
3158,15576,1.0,1697.0,4.0,0.0,9.0,,Item do not show,,Bad,Communication de l'agent irréalisable
3159,12618,1.0,1455.0,2.0,0.0,2.0,96.0,,2021-06-23,Good,fast resolution
3160,11160,1.0,1692.0,2.0,0.0,10.0,828.0,Payment processing,2021-08-14,Bad,confusing process
3161,11906,0.0,1435.0,2.0,0.0,3.0,804.0,Cheating,2021-07-26,Bad,unsatisfactory delivery
3163,12380,1.0,1967.0,4.0,0.0,,142.0,Payment processing,2021-08-12,Good,i like resolution...
3164,14429,1.0,2019.0,1.0,1.0,3.0,149.0,Item do not show,2021-05-21,Good,étonnante! vivre
3166,12203,1.0,1985.0,3.0,0.0,7.0,563.0,Payment processing,2021-05-29,Bad,agent sévère
3167,13066,1.0,1496.0,3.0,0.0,7.0,264.0,Wrong password,2021-06-06,Good,amazing website
3168,11831,1.0,1363.0,2.0,0.0,5.0,166.0,Payment processing,2021-07-10,Good,fantastic agent's communication
3169,10155,1.0,1926.0,3.0,,26.0,360.0,Payment processing,2021-05-26,Bad,N / A
3170,15450,1.0,1697.0,1.0,1.0,9.0,524.0,Item do not show,2021-06-20,Bad,unrealiable player mode
3171,10618,1.0,1819.0,2.0,0.0,7.0,171.0,Compromited account,2021-07-18,Good,clear solution
3172,14380,0.0,1341.0,1.0,1.0,7.0,122.0,Cheating,2021-07-01,Good,Le comportement de l'agent précis
3174,11840,1.0,1531.0,5.0,0.0,8.0,121.0,Wrong password,2021-07-14,Good,satisfactory services!
3175,12218,1.0,1503.0,1.0,1.0,4.0,249.0,,,Good,eficient website
3177,15355,1.0,1656.0,2.0,0.0,8.0,202.0,Payment processing,2021-06-07,Good,I like service
3180,13385,1.0,1692.0,3.0,0.0,6.0,59.0,Wrong password,2021-08-19,Good,fast player mode
3182,13354,1.0,1519.0,2.0,,6.0,319.0,Payment processing,2021-06-19,Good,Gran resolución ...
3183,12323,1.0,1777.0,2.0,0.0,7.0,287.0,Wrong password,2021-07-27,Bad,Communication des agents déroutants
3184,11873,1.0,1341.0,4.0,0.0,,51.0,Wrong password,2021-06-17,Good,useful delivery!!
3185,13738,1.0,1666.0,3.0,0.0,5.0,342.0,Item do not show,2021-06-02,Bad,I dont like product!
3186,11002,1.0,1532.0,6.0,0.0,2.0,141.0,Wrong password,2021-06-27,Good,solution fiable
3187,12795,1.0,1719.0,7.0,0.0,4.0,119.0,Payment processing,2021-06-04,Good,agente confiable
3188,11273,1.0,1358.0,1.0,1.0,6.0,223.0,Item do not show,2021-08-18,Good,N / A
3190,13478,1.0,1360.0,4.0,0.0,2.0,95.0,Item do not show,2021-07-05,Good,precise website
3191,14676,0.0,1781.0,1.0,1.0,3.0,318.0,Cheating,2021-07-29,Bad,I do not like website
3192,10553,1.0,1936.0,5.0,0.0,4.0,176.0,,2021-06-05,Good,welldone: agent's communication
3196,10369,1.0,1496.0,1.0,1.0,10.0,522.0,Wrong password,2021-07-18,Bad,"unsatisfactory solution,"
3197,12443,1.0,1435.0,3.0,0.0,6.0,76.0,Wrong password,2021-07-19,Good,services rapides
3199,14733,1.0,1585.0,3.0,0.0,,83.0,Payment processing,2021-07-31,Good,welldone: delivery.
3200,12645,1.0,1426.0,3.0,0.0,6.0,229.0,Item do not show,2021-05-11,Good,quick agent's behavior
3201,12423,1.0,1746.0,4.0,0.0,7.0,97.0,Payment processing,2021-06-07,Good,Communication de l'agent incroyable
3203,10701,0.0,1899.0,3.0,0.0,10.0,356.0,Wrong password,2021-08-01,Bad,No me gusta el comportamiento de los agentes
3204,13273,1.0,1566.0,6.0,0.0,3.0,27.0,Payment processing,2021-08-15,Good,amazing website
3205,10172,1.0,1384.0,2.0,0.0,,811.0,Payment processing,2021-06-07,Bad,lento ..... Resolución ...
3206,11787,1.0,1412.0,1.0,1.0,7.0,622.0,Payment processing,2021-06-21,Bad,
3207,11515,1.0,1947.0,1.0,1.0,24.0,368.0,Wrong password,2021-06-19,Bad,jeu décevant
3208,11877,1.0,1287.0,6.0,0.0,8.0,102.0,Item do not show,2021-08-09,Good,Produit efficace!
3209,15510,0.0,1359.0,2.0,0.0,9.0,459.0,Cheating,2021-06-09,Bad,Site Web inutile
3210,14776,1.0,1522.0,1.0,1.0,3.0,278.0,Wrong password,2021-07-16,Good,fast agents behavior
3211,14560,1.0,1936.0,2.0,0.0,6.0,149.0,Wrong password,2021-07-01,Good,Produit bien fait!
3213,14751,0.0,1892.0,1.0,1.0,18.0,989.0,Payment processing,2021-07-11,Bad,comunicación de agentes lentos
3215,14503,1.0,1947.0,2.0,0.0,9.0,222.0,Wrong password,2021-05-23,Good,N / A
3217,14582,1.0,1400.0,2.0,0.0,8.0,114.0,Payment processing,2021-05-30,Good,processus précis
3219,10521,1.0,1899.0,2.0,0.0,5.0,122.0,Item do not show,2021-06-25,Good,Welldone: Communication des agents
3221,12513,1.0,1688.0,1.0,1.0,9.0,747.0,Wrong password,2021-07-09,Bad,unreliable solution
3223,10848,1.0,1337.0,3.0,0.0,4.0,86.0,Item do not show,2021-06-23,Good,livraison efficace.
3224,12823,0.0,1363.0,5.0,,25.0,1041.0,Compromited account,2021-06-09,Bad,juego poco confiable
3226,11075,1.0,1666.0,1.0,1.0,7.0,236.0,Wrong password,,Good,Site Web précis
3227,12930,1.0,1480.0,2.0,0.0,3.0,773.0,Cheating,2021-06-12,Bad,agente horrible
3228,15005,1.0,1692.0,4.0,0.0,5.0,884.0,Item do not show,2021-08-16,Bad,uselless resolution
3229,12118,0.0,1426.0,2.0,0.0,13.0,211.0,Cheating,2021-06-05,Good,satisfactory career mode
3230,10815,1.0,1435.0,4.0,0.0,3.0,143.0,Item do not show,2021-08-09,Good,well done experience
3231,12519,1.0,1770.0,2.0,0.0,23.0,508.0,Payment processing,2021-06-02,Bad,unpleasant experience
3232,10310,1.0,1781.0,2.0,0.0,5.0,81.0,Compromited account,,Good,"well done, service!!!"
3233,12062,1.0,1384.0,3.0,0.0,8.0,104.0,Wrong password,2021-08-09,Good,useful service
3235,11826,1.0,1411.0,3.0,0.0,6.0,,Wrong password,2021-08-19,Bad,unsatisfactory career mode
3237,13496,1.0,1568.0,4.0,0.0,8.0,279.0,Compromited account,2021-07-05,Good,servicios increíbles
3238,13423,1.0,1248.0,2.0,0.0,11.0,958.0,Wrong password,2021-08-17,Bad,confusing experience
3239,11122,1.0,1319.0,4.0,0.0,5.0,754.0,Wrong password,2021-06-01,Bad,confusing agent`s behavior
3240,11755,1.0,1585.0,2.0,0.0,3.0,368.0,Wrong password,2021-08-08,Good,useful delivery!!
3241,12742,1.0,1503.0,6.0,0.0,7.0,75.0,,,Good,Gran sitio web
3247,15644,0.0,1996.0,2.0,0.0,5.0,277.0,Cheating,2021-08-02,Good,entrega satisfactoria
3248,14042,1.0,1806.0,3.0,0.0,7.0,177.0,Payment processing,2021-07-20,Good,reliable player mode
3250,13094,1.0,1358.0,2.0,0.0,5.0,234.0,Item do not show,2021-08-02,Good,quick resolution...
3251,12740,1.0,1435.0,4.0,0.0,6.0,156.0,Payment processing,2021-08-02,Good,amazing solution
3252,10292,0.0,1710.0,4.0,0.0,9.0,341.0,Item do not show,2021-05-31,Bad,Service d'élevage
3253,14704,0.0,1438.0,2.0,0.0,3.0,589.0,Compromited account,2021-06-19,Bad,poco confiable ... comportamiento del agente
3255,13849,0.0,1580.0,2.0,0.0,23.0,807.0,Compromited account,2021-06-09,Bad,bad delivery!!
3256,14397,1.0,1435.0,3.0,0.0,5.0,164.0,,2021-06-09,Good,agente agradable
3259,13949,0.0,1480.0,4.0,0.0,4.0,962.0,Compromited account,2021-08-14,Bad,
3260,14584,1.0,1411.0,2.0,0.0,20.0,638.0,Wrong password,2021-05-22,Bad,unpleasant delivery!!
3261,10447,1.0,1522.0,2.0,0.0,25.0,463.0,Payment processing,2021-06-12,Bad,inefficient solution
3262,15329,1.0,1568.0,4.0,0.0,11.0,1095.0,Compromited account,2021-07-31,Bad,unreliable service
3263,12802,1.0,1942.0,2.0,0.0,4.0,200.0,Payment processing,2021-07-13,Good,good product!
3264,15173,1.0,1648.0,3.0,0.0,,638.0,Cheating,2021-06-23,Bad,Le comportement de l'agent insatisfaisant
3267,11776,1.0,2019.0,4.0,0.0,9.0,35.0,Wrong password,2021-08-22,Good,welldone: agent`s communication
3268,12758,1.0,1688.0,3.0,0.0,11.0,702.0,Compromited account,2021-07-19,Bad,Servicio inútil !!!
3269,13359,1.0,1350.0,3.0,0.0,2.0,106.0,Wrong password,2021-07-25,Good,welldone: experience
3270,14406,1.0,1248.0,3.0,0.0,25.0,787.0,Payment processing,2021-05-20,Bad,slow agent's behavior
3271,12419,1.0,1710.0,3.0,0.0,19.0,704.0,Item do not show,2021-06-13,Bad,"Je n'aime pas la solution,"
3273,13586,1.0,1519.0,4.0,0.0,5.0,703.0,Item do not show,2021-06-24,Bad,unsatisfactory agent
3276,15237,1.0,1267.0,2.0,0.0,7.0,147.0,,2021-06-27,Good,welldone: game
3277,13930,0.0,1350.0,1.0,1.0,7.0,368.0,Compromited account,2021-05-30,Bad,disappointing agent`s communication
3278,10379,1.0,1746.0,2.0,0.0,20.0,248.0,Wrong password,2021-05-18,Bad,slow..... product!
3279,13366,1.0,2003.0,2.0,0.0,6.0,129.0,Wrong password,2021-06-09,Good,satisfactory delivery
3280,11048,1.0,1585.0,2.0,0.0,9.0,93.0,Wrong password,2021-07-16,Good,Service incroyable !!!
3281,10579,1.0,1473.0,5.0,0.0,4.0,273.0,Item do not show,2021-05-16,Good,"Bravo, mode joueur"
3282,10283,1.0,1566.0,2.0,0.0,5.0,330.0,Item do not show,2021-05-17,Good,good agent`s communication
3283,11365,1.0,1695.0,3.0,,9.0,218.0,Item do not show,2021-05-29,Good,artículo confiable
3285,10652,0.0,2003.0,4.0,0.0,18.0,789.0,Compromited account,2021-08-15,Bad,
3287,14726,1.0,1949.0,2.0,0.0,30.0,538.0,Wrong password,2021-06-12,Bad,disappointing player mode
3289,13083,1.0,1697.0,2.0,0.0,19.0,662.0,Wrong password,2021-08-03,Bad,uselless agents behavior
3290,15657,1.0,1996.0,4.0,0.0,3.0,242.0,Compromited account,2021-07-17,Good,Services agréables!
3291,14234,0.0,1340.0,1.0,1.0,12.0,561.0,Item do not show,2021-08-16,Bad,Service déroutant !!!
3292,13895,1.0,1384.0,2.0,0.0,21.0,712.0,Item do not show,2021-07-07,Bad,artículo insatisfactorio
3293,10401,0.0,1531.0,3.0,0.0,16.0,446.0,Cheating,2021-08-11,Bad,
3294,10247,1.0,1695.0,2.0,0.0,9.0,204.0,Compromited account,2021-08-12,Good,eficient player mode
3295,12501,1.0,1340.0,2.0,0.0,17.0,388.0,Wrong password,2021-05-23,Bad,peu fiable ... expérience
3297,14705,1.0,1390.0,4.0,0.0,5.0,449.0,Item do not show,2021-06-10,Bad,Communication des agents décevants
3298,15074,1.0,1359.0,4.0,0.0,5.0,202.0,,2021-07-27,Good,Résolution rapide
3300,12654,1.0,1571.0,2.0,0.0,14.0,,Payment processing,2021-05-16,Good,"well done, solution"
3301,13102,1.0,1646.0,2.0,0.0,10.0,279.0,Payment processing,2021-05-25,Good,site Web rapide
3302,15034,1.0,1781.0,3.0,0.0,7.0,70.0,Item do not show,2021-05-27,Good,"well done, item"
3303,14312,1.0,1566.0,2.0,0.0,3.0,62.0,Wrong password,2021-05-19,Good,useful agent
3305,15561,1.0,1688.0,5.0,0.0,9.0,127.0,Item do not show,2021-05-24,Good,reliable agent`s communication
3307,12839,1.0,1837.0,3.0,0.0,4.0,229.0,Payment processing,2021-07-30,Good,fast solution
3308,11087,1.0,1770.0,2.0,0.0,3.0,199.0,Item do not show,2021-06-09,Good,"solution rapide,"
3309,12644,1.0,1532.0,2.0,0.0,17.0,954.0,Item do not show,2021-06-02,Bad,awful delivery!!
3310,10948,1.0,1726.0,3.0,0.0,6.0,395.0,Item do not show,2021-07-12,Bad,unclear delivery!!
3312,12024,1.0,1697.0,4.0,0.0,15.0,548.0,Wrong password,2021-05-15,Bad,Article inutile
3314,11038,1.0,1390.0,2.0,,6.0,,Payment processing,2021-08-13,Good,buen producto
3315,15307,1.0,1503.0,1.0,1.0,7.0,525.0,Wrong password,2021-08-03,Bad,unclear service!!!
3317,13001,1.0,2003.0,2.0,0.0,4.0,69.0,Payment processing,2021-05-20,Good,amazing! agent`s behavior
3318,12906,0.0,1426.0,2.0,0.0,10.0,60.0,Compromited account,2021-07-16,Good,fast product!
3321,12595,1.0,1759.0,2.0,0.0,7.0,69.0,Item do not show,2021-07-21,Good,Comportement de l'agent efficace
3322,14683,1.0,1921.0,2.0,0.0,4.0,59.0,,2021-06-08,Good,Comportamiento de agentes confiables
3323,14623,1.0,1926.0,2.0,0.0,4.0,63.0,Wrong password,2021-08-19,Good,Beau comportement d'agents
3325,10258,1.0,1646.0,3.0,0.0,6.0,147.0,Item do not show,2021-06-21,Good,J'aime le service !!!
3326,12537,1.0,1697.0,2.0,0.0,13.0,160.0,Wrong password,2021-08-13,Good,excellent site Web
3328,11437,1.0,1317.0,4.0,0.0,12.0,147.0,Compromited account,2021-08-15,Good,I like agent`s behavior
3329,15556,1.0,1438.0,3.0,0.0,18.0,889.0,Wrong password,2021-06-10,Bad,confusing service
3330,11478,0.0,1390.0,2.0,0.0,19.0,319.0,Item do not show,2021-05-19,Bad,unreliable... website
3331,13338,1.0,1571.0,4.0,0.0,25.0,617.0,Wrong password,2021-08-19,Bad,bad agent
3333,15656,1.0,1412.0,1.0,1.0,6.0,1152.0,Payment processing,2021-08-01,Bad,useless agents communication
3335,11375,0.0,1435.0,2.0,0.0,12.0,551.0,Wrong password,2021-06-08,Bad,
3336,11589,1.0,1585.0,3.0,0.0,,318.0,Payment processing,2021-07-10,Good,Welldone: Entrega !!
3337,15630,0.0,1340.0,3.0,,2.0,107.0,Cheating,2021-07-19,Good,artículo satisfactorio
3339,10953,0.0,1688.0,2.0,0.0,23.0,616.0,Compromited account,2021-06-17,Bad,unsatisfactory service
3340,10833,1.0,1248.0,5.0,0.0,15.0,102.0,Wrong password,2021-07-09,Good,useful agent`s communication
3343,10630,0.0,1857.0,2.0,0.0,9.0,85.0,Cheating,2021-05-18,Good,sitio web confiable
3344,12446,0.0,1337.0,3.0,0.0,20.0,658.0,Cheating,,Bad,I don't like solution
3346,15598,1.0,1377.0,3.0,0.0,4.0,89.0,Item do not show,2021-05-20,Good,useful game
3349,14920,1.0,1287.0,3.0,0.0,11.0,589.0,,2021-05-25,Bad,confusing agent's behavior
3351,15486,1.0,1319.0,7.0,0.0,7.0,145.0,Payment processing,2021-07-10,Good,efficient delivery.
3353,12890,1.0,1695.0,2.0,0.0,4.0,66.0,Cheating,2021-06-29,Good,pleasant product
3354,14631,0.0,1949.0,4.0,0.0,18.0,676.0,Wrong password,2021-06-21,Bad,unpleasant game
3355,11990,1.0,1942.0,2.0,0.0,2.0,216.0,Wrong password,2021-06-02,Good,Comportement précis des agents
3356,13902,1.0,1580.0,3.0,0.0,4.0,,Item do not show,2021-08-18,Good,
3357,11750,1.0,1719.0,1.0,1.0,4.0,170.0,Wrong password,2021-06-07,Good,efficient web-site
3359,15092,1.0,1857.0,2.0,0.0,19.0,537.0,Wrong password,2021-06-04,Bad,bad website
3360,10406,1.0,1754.0,5.0,0.0,,195.0,Wrong password,2021-06-11,Good,Produit bien fait!
