,ticket_number,resolution,agentid,cpc,firstcontactresolution,fullresolutiontime,replytime,problem,ticketcreationdate,satisfaction,comment,agent_startingdate,agent_country,agent_education,agent_daysonrole
1660,14043,1.0,1363.0,1.0,1.0,6.0,139.0,Item do not show,2021-06-27,Good,i like delivery,2019-02-02,Portugal,Law,876.0
1661,14022,1.0,1377.0,4.0,0.0,11.0,149.0,Payment processing,2021-06-12,Good,precise agent's behavior,2015-06-18,Hungary,Engineering,2186.0
1662,10550,0.0,1473.0,2.0,,8.0,624.0,Cheating,2021-07-04,Bad,N / A,2015-09-05,Netherlands,Engineering,2129.0
1663,13814,1.0,1390.0,1.0,,3.0,245.0,Payment processing,2021-08-08,Good,proceso preciso,2019-09-22,Argentina,Engineering,686.0
1664,10567,1.0,1503.0,3.0,0.0,26.0,675.0,Item do not show,2021-05-15,Bad,livraison peu claire.,2018-09-20,Brazil,IT,968.0
1665,10645,1.0,1646.0,2.0,0.0,4.0,752.0,Wrong password,,Bad,unsatisfactory delivery!!,2017-06-14,Serbia,Language & Literature,
1666,14115,1.0,1358.0,5.0,0.0,3.0,194.0,Payment processing,2021-06-21,Good,fast service,2015-06-24,Spain,Language & Literature,2189.0
1667,11593,1.0,1892.0,1.0,1.0,4.0,203.0,Wrong password,2021-08-13,Good,useful service!!!,2015-09-27,Hungary,Humanities,2147.0
1668,13919,1.0,1319.0,3.0,0.0,7.0,138.0,Item do not show,2021-07-22,Good,"solución rápida,",2014-04-12,Honduras,Engineering,2658.0
1669,12993,1.0,2003.0,2.0,0.0,22.0,789.0,Payment processing,2021-07-15,Bad,bad agent's communication,2019-02-01,Hungary,Other,895.0
1670,13062,0.0,1340.0,1.0,1.0,2.0,354.0,Wrong password,2021-07-15,Bad,Servicio poco claro !!!,2018-01-13,Spain,Language & Literature,1279.0
1671,11658,1.0,1929.0,3.0,0.0,5.0,175.0,,2021-07-09,Good,nicee player mode,2020-08-12,Serbia,Other,331.0
1672,14553,0.0,1287.0,4.0,0.0,20.0,403.0,Cheating,2021-07-28,Bad,I dont like agents behavior,2015-05-10,Spain,Life Sciences,2271.0
1673,11019,1.0,1695.0,3.0,0.0,13.0,699.0,Wrong password,2021-06-12,Bad,unsatisfactory agent,2014-09-20,Serbia,Engineering,2457.0
1674,11107,1.0,1671.0,3.0,0.0,5.0,217.0,Item do not show,2021-06-26,Good,well done agent`s behavior,2016-12-10,Hungary,IT,1659.0
1675,11080,1.0,1426.0,2.0,0.0,4.0,307.0,Cheating,2021-06-14,Good,Welldone: article,2015-03-05,Hungary,Engineering,2293.0
1676,11374,1.0,1746.0,1.0,1.0,9.0,284.0,Payment processing,2021-06-30,Good,amazing resolution,2014-11-07,Honduras,Engineering,2427.0
1677,13408,1.0,1390.0,2.0,0.0,6.0,236.0,Wrong password,2021-07-26,Good,Mode de carrière clair,2019-09-22,Argentina,Engineering,673.0
1678,11453,1.0,1985.0,2.0,0.0,19.0,743.0,Wrong password,2021-08-07,Bad,useless delivery.,2016-11-21,Argentina,Humanities,1720.0
1679,11966,1.0,1411.0,4.0,0.0,8.0,865.0,Compromited account,2021-07-01,Bad,slow..... agent,2016-12-29,Hungary,Economics,1645.0
1680,10381,1.0,1336.0,2.0,0.0,5.0,601.0,Wrong password,,Bad,Service peu fiable ...,2020-10-10,Serbia,Other,
1681,15102,1.0,1319.0,2.0,0.0,10.0,130.0,Wrong password,2021-08-05,Good,wonderful agent`s behavior,2014-04-12,Honduras,Engineering,2672.0
1682,12735,1.0,1688.0,3.0,0.0,10.0,682.0,Payment processing,,Bad,I do not like game,2016-05-15,Netherlands,Humanities,
1683,14870,0.0,2028.0,1.0,1.0,31.0,912.0,Payment processing,2021-07-03,Bad,I don't like game,2015-06-25,United States,Other,2200.0
1684,13481,1.0,1341.0,3.0,0.0,14.0,71.0,Payment processing,2021-08-19,Good,wonderful career mode,2016-03-16,Honduras,Other,1982.0
1685,10560,1.0,1781.0,1.0,1.0,8.0,59.0,Payment processing,2021-05-12,Good,amazing service!!!,2019-04-14,United States,Language & Literature,759.0
1686,15573,1.0,1341.0,1.0,1.0,10.0,301.0,,2021-05-16,Good,amazing! resolution...,2016-03-16,Honduras,Other,1887.0
1687,13426,1.0,2019.0,3.0,0.0,5.0,845.0,Item do not show,2021-06-29,Bad,inefficient resolution...,2020-05-05,Brazil,Humanities,420.0
1688,12378,0.0,1568.0,1.0,1.0,4.0,12.0,,2021-05-18,Good,fast services,2018-06-18,Honduras,Other,1065.0
1689,10775,1.0,1746.0,4.0,,8.0,168.0,,2021-07-17,Good,Servicio satisfactorio !!!,2014-11-07,Honduras,Engineering,2444.0
1690,12503,1.0,1695.0,2.0,0.0,10.0,233.0,Wrong password,2021-08-07,Good,satisfactory service!!!,2014-09-20,Serbia,Engineering,2513.0
1691,12086,1.0,1248.0,1.0,1.0,7.0,252.0,Wrong password,2021-07-18,Good,"well done, web-site",2016-07-22,United States,Engineering,1822.0
1692,12101,1.0,1519.0,2.0,0.0,10.0,330.0,Payment processing,2021-06-04,Good,i like services!,2018-08-29,Serbia,Other,1010.0
1693,10738,1.0,1692.0,4.0,0.0,29.0,669.0,Wrong password,2021-07-08,Bad,Comportamiento del agente inútil,2014-10-06,Netherlands,Language & Literature,2467.0
1694,14949,1.0,1412.0,2.0,0.0,5.0,107.0,Compromited account,2021-05-14,Good,efficient resolution...,2019-10-08,Brazil,Law,584.0
1695,11070,0.0,1692.0,3.0,0.0,7.0,141.0,Item do not show,2021-08-03,Good,amazing solution,2014-10-06,Netherlands,Language & Literature,2493.0
1696,12638,1.0,1531.0,6.0,0.0,3.0,128.0,Payment processing,2021-05-24,Good,wonderful delivery,2014-02-10,Serbia,Economics,2660.0
1697,11244,1.0,1400.0,3.0,0.0,8.0,779.0,Item do not show,2021-06-01,Bad,confusing delivery.,2019-10-07,Argentina,IT,603.0
1698,10880,0.0,1812.0,5.0,0.0,9.0,860.0,Cheating,2021-07-07,Bad,,2019-07-18,Serbia,Other,720.0
1699,13295,1.0,1777.0,3.0,0.0,3.0,148.0,Wrong password,2021-05-27,Good,i like web-site,2016-12-22,Turkey,IT,1617.0
1700,10643,1.0,1473.0,1.0,1.0,5.0,136.0,Item do not show,2021-06-21,Good,"well done, agent's communication",2015-09-05,Netherlands,Engineering,2116.0
1701,15413,1.0,1806.0,4.0,0.0,24.0,835.0,Wrong password,2021-08-20,Bad,awful career mode,2020-01-23,Turkey,Language & Literature,575.0
1702,12611,1.0,1384.0,5.0,0.0,6.0,214.0,Wrong password,2021-06-08,Good,"pleasant solution,",2018-06-10,United States,Humanities,1094.0
1703,13815,1.0,1427.0,5.0,0.0,24.0,630.0,Wrong password,2021-05-12,Bad,slow..... item,2016-02-17,Hungary,Engineering,1911.0
1704,14518,1.0,1648.0,7.0,0.0,5.0,227.0,Wrong password,2021-07-24,Good,useful agent,2014-10-13,Turkey,Arts,2476.0
1705,15604,0.0,1819.0,3.0,0.0,2.0,270.0,Item do not show,2021-07-02,Good,reliable delivery!!,2017-10-27,Spain,Economics,1344.0
1706,15072,1.0,1812.0,1.0,1.0,19.0,588.0,Payment processing,2021-06-25,Bad,unclear agent,2019-07-18,Serbia,Other,708.0
1707,10773,0.0,1532.0,4.0,0.0,5.0,596.0,,2021-07-21,Bad,artículo poco claro,2017-03-16,Turkey,Language & Literature,1588.0
1708,13460,1.0,1548.0,2.0,0.0,9.0,448.0,,2021-05-18,Bad,uselless delivery.,2020-10-03,Honduras,Law,227.0
1709,15116,1.0,1949.0,1.0,1.0,4.0,604.0,Compromited account,2021-07-04,Bad,bad website,2017-01-22,Argentina,Humanities,1624.0
1710,13948,1.0,2003.0,2.0,,5.0,88.0,Payment processing,2021-08-17,Good,Comunicación de los agentes buenos,2019-02-01,Hungary,Other,928.0
1711,11774,1.0,1899.0,4.0,0.0,24.0,736.0,Payment processing,2021-06-27,Bad,useless agents behavior,2016-09-10,Honduras,Arts,1751.0
1712,12832,1.0,1929.0,2.0,0.0,7.0,194.0,Wrong password,2021-08-23,Good,El comportamiento del agente claro,2020-08-12,Serbia,Other,376.0
1713,13929,1.0,1929.0,5.0,0.0,2.0,200.0,Payment processing,2021-07-30,Good,clear resolution,2020-08-12,Serbia,Other,352.0
1714,11430,1.0,1666.0,2.0,0.0,2.0,661.0,Item do not show,2021-07-30,Bad,slow product!,2017-09-04,Netherlands,Engineering,1425.0
1715,10582,1.0,1580.0,2.0,0.0,3.0,162.0,Compromited account,2021-05-12,Good,i like delivery.,2020-03-05,Turkey,Engineering,433.0
1716,15380,1.0,1473.0,4.0,0.0,,373.0,Payment processing,2021-07-28,Good,bon objet,2015-09-05,Netherlands,Engineering,2153.0
1717,12625,1.0,1438.0,4.0,0.0,15.0,744.0,Item do not show,2021-06-23,Bad,"solución poco clara,",2020-05-30,Honduras,Other,389.0
1718,12339,1.0,1427.0,2.0,0.0,3.0,259.0,Wrong password,2021-08-11,Good,modo de carrera satisfactorio,2016-02-17,Hungary,Engineering,2002.0
1719,15437,0.0,1837.0,4.0,0.0,10.0,213.0,Wrong password,2021-06-07,Good,satisfactory delivery,2015-06-02,Spain,Language & Literature,2197.0
1720,15089,0.0,1648.0,3.0,0.0,9.0,373.0,Compromited account,2021-05-18,Good,grands services,2014-10-13,Turkey,Arts,2409.0
1721,10522,1.0,1781.0,2.0,0.0,5.0,313.0,Wrong password,,Good,"Bien hecho, experiencia",2019-04-14,United States,Language & Literature,
1722,13277,1.0,1580.0,1.0,1.0,5.0,126.0,Wrong password,2021-07-20,Good,useful solution,2020-03-05,Turkey,Engineering,502.0
1723,12178,1.0,1817.0,1.0,,11.0,296.0,Wrong password,2021-06-19,Good,sitio web de Nicee,2019-05-08,Argentina,Other,773.0
1724,10753,1.0,1477.0,1.0,1.0,15.0,587.0,Payment processing,2021-06-26,Bad,harsh product!,2014-05-21,Turkey,Humanities,2593.0
1725,13441,1.0,1377.0,2.0,0.0,4.0,93.0,Wrong password,2021-07-09,Good,fantastic delivery!!,2015-06-18,Hungary,Engineering,2213.0
1726,13031,1.0,1692.0,2.0,0.0,10.0,258.0,Payment processing,2021-05-21,Good,N / A,2014-10-06,Netherlands,Language & Literature,2419.0
1727,12377,1.0,1688.0,1.0,1.0,,318.0,Item do not show,2021-06-17,Good,nice agent,2016-05-15,Netherlands,Humanities,1859.0
1728,15500,0.0,1427.0,3.0,0.0,2.0,661.0,Cheating,2021-06-22,Bad,uselless game,2016-02-17,Hungary,Engineering,1952.0
1729,10500,0.0,1438.0,2.0,0.0,5.0,86.0,Cheating,2021-06-03,Good,I like product!,2020-05-30,Honduras,Other,369.0
1730,10470,1.0,1926.0,2.0,0.0,6.0,170.0,Item do not show,2021-08-13,Good,"well done, services!",2016-04-07,Hungary,Arts,1954.0
1731,13166,0.0,1947.0,1.0,1.0,11.0,705.0,Wrong password,2021-07-25,Bad,Service sévère !!!,2017-07-27,Honduras,Law,1459.0
1732,14265,1.0,1688.0,2.0,0.0,19.0,376.0,Payment processing,2021-07-05,Bad,service sévère,2016-05-15,Netherlands,Humanities,1877.0
1733,12893,1.0,1519.0,3.0,,4.0,63.0,Payment processing,,Good,artículo confiable,2018-08-29,Serbia,Other,
1734,10263,0.0,1341.0,2.0,0.0,6.0,378.0,Compromited account,2021-05-25,Bad,Service peu clair !!!,2016-03-16,Honduras,Other,1896.0
1735,12054,1.0,1473.0,2.0,0.0,,216.0,Wrong password,2021-07-26,Good,Résolution fantastique ...,2015-09-05,Netherlands,Engineering,2151.0
1736,11761,1.0,1710.0,2.0,0.0,3.0,170.0,Item do not show,2021-06-09,Good,agente rápido,2019-05-10,Netherlands,Other,761.0
1737,12693,1.0,1671.0,2.0,0.0,27.0,424.0,Wrong password,2021-07-11,Bad,Mode de carrière peu fiable,2016-12-10,Hungary,IT,1674.0
1738,15233,0.0,1819.0,5.0,0.0,18.0,233.0,Wrong password,,Bad,unreliable product!,2017-10-27,Spain,Economics,
1739,12822,1.0,1548.0,1.0,1.0,13.0,814.0,Wrong password,2021-06-24,Bad,confusing resolution,2020-10-03,Honduras,Law,264.0
1740,12320,1.0,1414.0,2.0,0.0,4.0,293.0,,2021-06-30,Good,"well done, agents communication",2019-07-10,Brazil,Language & Literature,721.0
1741,12781,0.0,1656.0,2.0,0.0,2.0,536.0,Cheating,2021-05-12,Bad,slow player mode,2018-08-31,Serbia,Engineering,985.0
1742,11369,1.0,1806.0,3.0,0.0,3.0,111.0,Item do not show,2021-05-20,Good,"well done, game",2020-01-23,Turkey,Language & Literature,483.0
1743,14653,1.0,1892.0,2.0,0.0,15.0,,Payment processing,2021-07-09,Good,N / A,2015-09-27,Hungary,Humanities,2112.0
1744,11590,1.0,1967.0,1.0,1.0,7.0,131.0,Payment processing,2021-06-23,Good,wonderful agent,2018-01-14,Hungary,Humanities,1256.0
1745,14383,1.0,1817.0,2.0,0.0,13.0,748.0,Wrong password,2021-06-22,Bad,slow game,2019-05-08,Argentina,Other,776.0
1746,13057,1.0,1985.0,3.0,0.0,12.0,47.0,Item do not show,2021-07-28,Good,fantastic career mode,2016-11-21,Argentina,Humanities,1710.0
1747,13312,1.0,1837.0,2.0,0.0,7.0,215.0,Payment processing,,Good,gran servicio,2015-06-02,Spain,Language & Literature,
1748,14815,1.0,1414.0,2.0,0.0,8.0,516.0,Payment processing,2021-06-08,Bad,lento ..... Resolución ...,2019-07-10,Brazil,Language & Literature,699.0
1749,13649,1.0,1438.0,2.0,0.0,5.0,231.0,Wrong password,2021-06-15,Good,"well done, website",2020-05-30,Honduras,Other,381.0
1750,11109,1.0,1532.0,2.0,0.0,7.0,267.0,Item do not show,2021-06-13,Good,satisfactory player mode,2017-03-16,Turkey,Language & Literature,1550.0
1751,11510,1.0,1477.0,2.0,0.0,12.0,268.0,Payment processing,2021-07-17,Good,precise player mode,2014-05-21,Turkey,Humanities,2614.0
1752,13950,1.0,1566.0,2.0,,10.0,530.0,Wrong password,2021-06-24,Bad,No me gusta el comportamiento del agente,2014-06-15,Brazil,Engineering,2566.0
1753,15193,1.0,1384.0,4.0,0.0,3.0,238.0,Payment processing,2021-07-02,Good,étonnante! prestations de service,2018-06-10,United States,Humanities,1118.0
1754,11296,1.0,1435.0,1.0,1.0,9.0,784.0,Wrong password,2021-05-19,Bad,awful delivery,2015-08-24,Serbia,Engineering,2095.0
1755,11763,1.0,1400.0,2.0,0.0,,190.0,Wrong password,2021-06-11,Good,étonnante! Comportement de l'agent,2019-10-07,Argentina,IT,613.0
1756,14897,1.0,1522.0,8.0,0.0,2.0,183.0,Wrong password,2021-08-09,Good,jeu eficientiel,2016-01-22,Brazil,Other,2026.0
1757,13052,1.0,2003.0,3.0,0.0,19.0,150.0,Payment processing,2021-05-24,Good,fantastic resolution,2019-02-01,Hungary,Other,843.0
1758,13824,1.0,1477.0,1.0,1.0,,172.0,Payment processing,2021-06-05,Good,Bonne comportement d'agents,2014-05-21,Turkey,Humanities,2572.0
1759,11534,1.0,1819.0,4.0,0.0,9.0,653.0,Compromited account,2021-07-08,Bad,useless services!,2017-10-27,Spain,Economics,1350.0
1760,13768,0.0,1438.0,1.0,1.0,10.0,188.0,Cheating,2021-06-22,Good,résolution précise,2020-05-30,Honduras,Other,388.0
1761,12741,1.0,1813.0,1.0,1.0,10.0,248.0,Payment processing,2021-06-19,Good,livraison satisfaisante.,2018-01-27,Honduras,Humanities,1239.0
1762,12292,0.0,1359.0,3.0,0.0,3.0,,Item do not show,2021-06-26,Good,amazing! services,2015-09-05,Serbia,Other,2121.0
1763,13881,0.0,1899.0,2.0,0.0,4.0,403.0,Cheating,2021-07-18,Bad,harsh experience,2016-09-10,Honduras,Arts,1772.0
1764,14153,1.0,1648.0,1.0,1.0,18.0,495.0,Payment processing,2021-05-16,Bad,unpleasant delivery!!,2014-10-13,Turkey,Arts,2407.0
1765,12939,1.0,1949.0,2.0,0.0,8.0,135.0,Item do not show,2021-07-03,Good,wonderful player mode,2017-01-22,Argentina,Humanities,1623.0
1766,11431,1.0,1336.0,2.0,0.0,8.0,912.0,Wrong password,2021-07-04,Bad,agente horrible,2020-10-10,Serbia,Other,267.0
1767,13020,1.0,1377.0,3.0,0.0,,866.0,Compromited account,2021-07-21,Bad,slow..... product,2015-06-18,Hungary,Engineering,2225.0
1768,14741,1.0,1340.0,2.0,0.0,9.0,277.0,Compromited account,2021-05-16,Bad,Comportement des agents désagréables,2018-01-13,Spain,Language & Literature,1219.0
1769,15481,1.0,1947.0,3.0,0.0,9.0,,,2021-06-13,Good,welldone: item,2017-07-27,Honduras,Law,1417.0
1770,10279,1.0,1414.0,2.0,0.0,10.0,265.0,Item do not show,2021-07-04,Good,proceso eficiente,2019-07-10,Brazil,Language & Literature,725.0
1771,13879,0.0,1287.0,4.0,0.0,13.0,627.0,Compromited account,2021-06-23,Bad,Comunicación del agente poco claro,2015-05-10,Spain,Life Sciences,2236.0
1772,13835,1.0,1692.0,4.0,0.0,8.0,214.0,Wrong password,2021-07-18,Good,good agent's communication,2014-10-06,Netherlands,Language & Literature,2477.0
1773,14012,1.0,1548.0,2.0,0.0,18.0,789.0,Item do not show,2021-07-29,Bad,Communication de l'agent horrible,2020-10-03,Honduras,Law,299.0
1774,10571,1.0,1947.0,1.0,1.0,3.0,,Payment processing,2021-06-17,Good,pleasant player mode,2017-07-27,Honduras,Law,1421.0
1775,11978,1.0,1746.0,1.0,1.0,17.0,134.0,Payment processing,2021-07-13,Good,,2014-11-07,Honduras,Engineering,2440.0
1776,13437,1.0,1319.0,3.0,0.0,14.0,175.0,Payment processing,2021-08-22,Good,satisfactory product,2014-04-12,Honduras,Engineering,2689.0
1777,11600,1.0,1942.0,2.0,0.0,25.0,551.0,Wrong password,2021-05-20,Bad,,2019-06-13,Turkey,Humanities,707.0
1778,12642,1.0,1646.0,6.0,0.0,3.0,261.0,Item do not show,2021-05-29,Good,J'aime la résolution,2017-06-14,Serbia,Language & Literature,1445.0
1779,12522,1.0,1427.0,3.0,0.0,18.0,727.0,Payment processing,2021-06-17,Bad,lento ..... Comportamiento de agentes,2016-02-17,Hungary,Engineering,1947.0
1780,12369,1.0,2003.0,1.0,1.0,4.0,246.0,Item do not show,2021-06-17,Good,i like agents behavior,2019-02-01,Hungary,Other,867.0
1781,10982,1.0,1358.0,4.0,0.0,22.0,423.0,Wrong password,2021-06-17,Bad,slow..... product,2015-06-24,Spain,Language & Literature,2185.0
1782,12846,1.0,1566.0,2.0,0.0,5.0,315.0,Wrong password,2021-07-28,Good,wonderful player mode,2014-06-15,Brazil,Engineering,2600.0
1783,14763,1.0,1819.0,3.0,0.0,11.0,834.0,Wrong password,2021-08-02,Bad,awful services!,2017-10-27,Spain,Economics,1375.0
1784,14112,1.0,1648.0,4.0,0.0,10.0,,Payment processing,2021-06-06,Good,useful agents communication,2014-10-13,Turkey,Arts,2428.0
1785,12172,0.0,1949.0,2.0,0.0,8.0,626.0,Cheating,2021-05-11,Bad,I dont like service!!!,2017-01-22,Argentina,Humanities,1570.0
1786,10656,1.0,1359.0,2.0,0.0,11.0,825.0,Cheating,2021-06-03,Bad,sitio web confuso,2015-09-05,Serbia,Other,2098.0
1787,10802,1.0,1390.0,1.0,1.0,7.0,255.0,Wrong password,2021-05-24,Good,Le comportement de l'agent incroyable,2019-09-22,Argentina,Engineering,610.0
1788,13806,1.0,1949.0,4.0,0.0,3.0,177.0,Payment processing,2021-08-06,Good,well done resolution...,2017-01-22,Argentina,Humanities,1657.0
1789,13313,1.0,1817.0,1.0,1.0,11.0,234.0,Payment processing,2021-07-26,Good,N / A,2019-05-08,Argentina,Other,810.0
1790,15511,0.0,1688.0,4.0,0.0,25.0,524.0,Cheating,2021-05-17,Bad,harsh web-site,2016-05-15,Netherlands,Humanities,1828.0
1791,11172,1.0,1936.0,2.0,0.0,8.0,73.0,Wrong password,2021-06-29,Good,wonderful delivery!!,2018-07-09,Honduras,Engineering,1086.0
1792,11411,1.0,1480.0,2.0,0.0,5.0,774.0,Wrong password,2021-05-29,Bad,harsh resolution,2015-09-18,Hungary,Humanities,2080.0
1793,12084,1.0,1656.0,3.0,0.0,2.0,168.0,Item do not show,2021-06-12,Good,satisfactory solution,2018-08-31,Serbia,Engineering,1016.0
1794,11923,0.0,1688.0,2.0,0.0,3.0,96.0,Item do not show,2021-06-10,Good,,2016-05-15,Netherlands,Humanities,1852.0
1795,15449,1.0,1435.0,3.0,0.0,10.0,111.0,Payment processing,2021-06-17,Good,produit rapide,2015-08-24,Serbia,Engineering,2124.0
1796,11996,1.0,1692.0,4.0,0.0,6.0,178.0,Payment processing,,Good,good delivery,2014-10-06,Netherlands,Language & Literature,
1797,15340,1.0,1759.0,5.0,0.0,4.0,275.0,Wrong password,2021-07-07,Good,étonnante! processus,2019-05-15,Hungary,Humanities,784.0
1798,10528,1.0,1837.0,3.0,0.0,4.0,98.0,Item do not show,2021-05-24,Good,efficient product!,2015-06-02,Spain,Language & Literature,2183.0
1799,10195,1.0,1666.0,1.0,1.0,7.0,235.0,Wrong password,2021-08-20,Good,producto claro,2017-09-04,Netherlands,Engineering,1446.0
1800,10474,1.0,1666.0,1.0,1.0,3.0,138.0,Wrong password,2021-08-12,Good,N / A,2017-09-04,Netherlands,Engineering,1438.0
1801,12386,1.0,1580.0,6.0,0.0,9.0,40.0,Compromited account,,Good,I like process,2020-03-05,Turkey,Engineering,
1802,10695,1.0,1358.0,2.0,0.0,11.0,201.0,Wrong password,2021-05-29,Good,fast agent,2015-06-24,Spain,Language & Literature,2166.0
1803,10859,1.0,1921.0,3.0,0.0,2.0,340.0,Payment processing,2021-07-20,Good,useful delivery.,2015-04-10,Brazil,Humanities,2293.0
1804,10838,0.0,1317.0,1.0,1.0,9.0,594.0,Cheating,2021-06-28,Bad,livraison sévère,2014-11-15,Portugal,Life Sciences,2417.0
1805,12037,1.0,1477.0,4.0,0.0,10.0,124.0,Payment processing,2021-07-09,Good,quick agents behavior,2014-05-21,Turkey,Humanities,2606.0
1806,11113,1.0,1929.0,3.0,0.0,3.0,844.0,Wrong password,2021-07-31,Bad,I don't like career mode,2020-08-12,Serbia,Other,353.0
1807,13185,1.0,1548.0,3.0,0.0,2.0,205.0,Payment processing,2021-05-29,Good,I like agent,2020-10-03,Honduras,Law,238.0
1808,12291,1.0,1358.0,4.0,0.0,6.0,366.0,Wrong password,2021-07-23,Bad,Je n'aime pas la livraison.,2015-06-24,Spain,Language & Literature,2221.0
1809,14133,1.0,1899.0,2.0,0.0,5.0,69.0,Wrong password,,Good,Resolución fantástica ...,2016-09-10,Honduras,Arts,
1810,13297,1.0,1936.0,4.0,0.0,14.0,428.0,Payment processing,2021-07-01,Bad,Je n'aime pas le service,2018-07-09,Honduras,Engineering,1088.0
1811,10417,0.0,1571.0,2.0,0.0,7.0,335.0,Cheating,2021-07-13,Bad,confusing player mode,2014-12-16,Turkey,Language & Literature,2401.0
1812,11481,1.0,1921.0,1.0,1.0,3.0,696.0,Wrong password,2021-07-04,Bad,bad website,2015-04-10,Brazil,Humanities,2277.0
1813,15245,1.0,1532.0,3.0,0.0,4.0,98.0,,2021-05-25,Good,Produit rapide!,2017-03-16,Turkey,Language & Literature,1531.0
1814,15480,1.0,1949.0,2.0,0.0,17.0,700.0,Payment processing,2021-06-13,Bad,unreliable agents communication,2017-01-22,Argentina,Humanities,1603.0
1815,14931,1.0,1710.0,2.0,0.0,14.0,710.0,Wrong password,2021-05-12,Bad,producto uselless,2019-05-10,Netherlands,Other,733.0
1816,11769,1.0,1746.0,1.0,1.0,,53.0,Item do not show,2021-05-23,Good,reliable agent`s behavior,2014-11-07,Honduras,Engineering,2389.0
1817,12968,1.0,1777.0,3.0,0.0,6.0,232.0,Wrong password,2021-06-25,Good,precise delivery,2016-12-22,Turkey,IT,1646.0
1818,11125,1.0,1942.0,4.0,0.0,8.0,225.0,Item do not show,2021-05-14,Good,Modo de carrera agradable,2019-06-13,Turkey,Humanities,701.0
1819,14100,1.0,1548.0,3.0,0.0,16.0,518.0,Item do not show,2021-07-22,Bad,unreliable resolution...,2020-10-03,Honduras,Law,292.0
1820,11350,1.0,1692.0,1.0,1.0,2.0,259.0,Wrong password,2021-06-23,Good,processus eficientiel,2014-10-06,Netherlands,Language & Literature,2452.0
1821,11587,1.0,1473.0,5.0,0.0,9.0,294.0,Payment processing,2021-05-15,Good,useful item,2015-09-05,Netherlands,Engineering,2079.0
1822,12580,1.0,2019.0,2.0,0.0,14.0,875.0,Item do not show,2021-07-13,Bad,unsatisfactory agents communication,2020-05-05,Brazil,Humanities,434.0
1823,10840,1.0,1360.0,4.0,0.0,3.0,54.0,Payment processing,2021-05-12,Good,fast service!!!,2017-12-26,Argentina,Law,1233.0
1824,14983,1.0,1377.0,3.0,0.0,11.0,650.0,Wrong password,2021-05-23,Bad,Comportement des agents usulless,2015-06-18,Hungary,Engineering,2166.0
1825,14071,0.0,1571.0,3.0,0.0,8.0,54.0,Compromited account,2021-07-17,Good,N / A,2014-12-16,Turkey,Language & Literature,2405.0
1826,10419,0.0,1384.0,1.0,1.0,16.0,749.0,Cheating,2021-05-21,Bad,Communication de l'agent peu fiable,2018-06-10,United States,Humanities,1076.0
1827,15129,1.0,1936.0,3.0,0.0,2.0,185.0,Item do not show,2021-07-07,Good,nicee career mode,2018-07-09,Honduras,Engineering,1094.0
1828,13584,0.0,1535.0,1.0,1.0,2.0,167.0,Compromited account,2021-07-08,Good,"Bravo, résolution",2019-04-28,Spain,Law,802.0
1829,10360,1.0,1580.0,6.0,0.0,3.0,206.0,Payment processing,2021-06-13,Good,eficient game,2020-03-05,Turkey,Engineering,465.0
1830,10851,1.0,1455.0,2.0,0.0,15.0,613.0,,2021-05-19,Bad,slow..... resolution...,2020-02-20,Spain,Humanities,454.0
1831,10679,1.0,1503.0,2.0,0.0,12.0,86.0,Wrong password,2021-08-16,Good,,2018-09-20,Brazil,IT,1061.0
1832,12457,0.0,2028.0,2.0,0.0,10.0,828.0,Compromited account,2021-08-22,Bad,Le comportement de l'agent lent,2015-06-25,United States,Other,2250.0
1833,13685,1.0,1535.0,2.0,0.0,3.0,167.0,Item do not show,2021-07-08,Good,good experience,2019-04-28,Spain,Law,802.0
1834,11956,1.0,1996.0,2.0,0.0,4.0,138.0,Item do not show,2021-06-15,Good,Modo de reproductor maravilloso,2020-08-30,Portugal,Engineering,289.0
1835,13161,0.0,1692.0,3.0,0.0,10.0,883.0,Compromited account,2021-07-21,Bad,solution décevante,2014-10-06,Netherlands,Language & Literature,2480.0
1836,10734,1.0,1522.0,2.0,0.0,2.0,390.0,Item do not show,2021-07-18,Bad,Servicio de USELLESS !!!,2016-01-22,Brazil,Other,2004.0
1837,10749,1.0,1899.0,3.0,0.0,4.0,93.0,Payment processing,2021-05-24,Good,quick product!,2016-09-10,Honduras,Arts,1717.0
1838,15027,1.0,1837.0,2.0,0.0,5.0,322.0,Item do not show,2021-08-08,Good,nicee agent's behavior,2015-06-02,Spain,Language & Literature,2259.0
1839,13216,1.0,1455.0,2.0,0.0,5.0,31.0,Payment processing,2021-07-28,Good,étonnante! vivre,2020-02-20,Spain,Humanities,524.0
1840,11701,1.0,1697.0,2.0,,7.0,109.0,Wrong password,2021-07-30,Good,Entrega útil !!,2019-07-09,Argentina,Design,752.0
1841,11722,1.0,1857.0,2.0,0.0,4.0,260.0,Item do not show,2021-07-09,Good,clear service!!!,2014-05-07,Hungary,Design,2620.0
1842,14332,1.0,1746.0,3.0,0.0,17.0,928.0,Item do not show,2021-07-30,Bad,slow..... resolution...,2014-11-07,Honduras,Engineering,2457.0
1843,12318,1.0,1899.0,3.0,0.0,15.0,524.0,Item do not show,2021-08-04,Bad,inefficient services!,2016-09-10,Honduras,Arts,1789.0
