"Ticket_number","Resolution","AgentID","CPC","FirstContactResolution","FullResolutionTime","ReplyTime","Problem","TicketCreationDate","Satisfaction","Comment"
12812,1,1692,2,0,15,614,"Payment processing","2021-06-19","Bad","unrealiable agent's behavior"
10797,0,1695,3,0,9,247,"Compromited account","2021-05-12","Bad","I don't like agent`s behavior"
13538,NA,1754,NA,NA,4,124,"Payment processing","2021-08-06","Offered","N / A"
15154,0,1921,2,0,17,844,"Compromited account","2021-08-13","Bad","unclear solution,"
14602,NA,1337,2,0,24,529,"Item do not show","2021-08-06","Offered",NA
12963,NA,1942,1,1,4,235,"Wrong password","2021-05-28","Offered",NA
15190,1,1646,3,0,21,475,"Payment processing","2021-07-24","Bad","unrealiable player mode"
14866,1,1936,2,NA,3,146,"Item do not show","2021-06-29","Good","Me gusta el juego"
13751,1,1817,5,0,2,118,"Item do not show","2021-05-24","Good","amazing! process"
15502,NA,1777,3,0,18,193,"Wrong password","2021-07-16","Offered",NA
12614,NA,1435,1,1,7,169,"Cheating","2021-05-31","Offered",NA
11888,1,1781,2,NA,4,194,"Item do not show","2021-07-06","Good","Comportamiento del agente bien hecho"
14758,NA,1480,6,0,10,NA,"Compromited account","2021-08-04","Offered","N / A"
13401,NA,1812,2,0,10,70,"Item do not show","2021-08-06","Offered",NA
13086,1,1358,4,NA,NA,NA,"Wrong password","2021-07-04","Good","maravilloso servicio !!!"
15545,1,1663,4,0,5,181,"Item do not show","2021-07-18","Good","bonne livraison"
15278,NA,1531,NA,0,6,255,"Wrong password","2021-07-01","Offered","N / A"
10708,1,1480,3,0,7,223,"Payment processing","2021-06-28","Good","I like experience"
12859,1,1477,2,0,13,238,"Wrong password","2021-05-24","Good","J'aime la livraison."
15391,NA,2028,2,0,5,NA,"Payment processing","2021-07-21","Offered","N / A"
14848,1,1248,2,0,3,510,NA,"2021-08-16","Bad","useless resolution..."
10790,1,1503,5,0,7,217,"Wrong password","2021-07-12","Good","fast player mode"
11445,1,1566,4,0,NA,134,"Item do not show","2021-08-19","Good","precise service!!!"
15220,1,1583,5,0,4,488,"Compromited account","2021-07-12","Bad","Résolution des usulless ..."
10965,1,1287,2,0,35,683,"Wrong password","2021-05-20","Bad","harsh resolution"
14599,1,1583,2,0,6,196,"Item do not show","2021-05-13","Good","good agent's communication"
13396,1,1710,2,0,4,224,"Payment processing","2021-08-18","Good","amazing agents communication"
15663,NA,1571,3,0,9,143,"Payment processing","2021-07-25","Offered","N / A"
12819,1,1819,2,0,3,120,"Payment processing","2021-08-20","Good","clear agent's behavior"
14081,1,1770,1,1,6,80,"Wrong password","2021-06-27","Good","Communication des agents bien fait"
13420,1,1812,5,0,5,104,"Item do not show","2021-06-27","Good","precise delivery."
13156,1,1568,2,0,29,430,"Item do not show","2021-06-04","Bad","inefficient agent`s communication"
14030,1,1710,4,0,3,191,"Item do not show","2021-08-21","Good","Communication des agents précis"
10405,1,1926,2,0,3,672,"Payment processing","2021-06-15","Bad","I do not like product!"
11868,NA,1666,2,0,12,425,"Payment processing","2021-07-24","Offered","N / A"
15655,0,1503,2,0,10,783,"Compromited account","2021-05-16","Bad",NA
13899,1,1710,1,1,4,NA,"Wrong password","2021-06-14","Good","sitio web preciso"
10703,NA,1531,1,1,6,116,"Wrong password","2021-08-17","Offered","N / A"
14519,NA,1363,4,0,22,485,"Item do not show","2021-06-14","Offered",NA
12796,1,1710,2,0,4,1096,"Compromited account","2021-05-21","Bad","Comportement des agents lents"
11211,1,1360,1,1,5,228,"Payment processing","2021-06-12","Good","J'aime l'article"
10158,1,1360,2,0,8,173,"Compromited account","2021-05-17","Good","good agent's behavior"
15289,0,1942,4,0,5,947,NA,"2021-07-10","Bad","slow website"
15119,0,1248,2,0,8,768,NA,"2021-06-08","Bad","unclear resolution"
13201,1,1585,1,1,3,197,"Payment processing","2021-08-14","Good","useful delivery"
15576,1,1697,4,0,9,NA,"Item do not show",NA,"Bad","Communication de l'agent irréalisable"
12618,1,1455,2,0,2,96,NA,"2021-06-23","Good","fast resolution"
11160,1,1692,2,0,10,828,"Payment processing","2021-08-14","Bad","confusing process"
11906,0,1435,2,0,3,804,"Cheating","2021-07-26","Bad","unsatisfactory delivery"
12474,NA,1358,3,0,6,169,"Wrong password","2021-06-16","Offered",NA
12380,1,1967,4,0,NA,142,"Payment processing","2021-08-12","Good","i like resolution..."
14429,1,2019,1,1,3,149,"Item do not show","2021-05-21","Good","étonnante! vivre"
15107,NA,1837,2,0,14,498,"Cheating",NA,"Offered","N / A"
12203,1,1985,3,0,7,563,"Payment processing","2021-05-29","Bad","agent sévère"
13066,1,1496,3,0,7,264,"Wrong password","2021-06-06","Good","amazing website"
11831,1,1363,2,0,5,166,"Payment processing","2021-07-10","Good","fantastic agent's communication"
10155,1,1926,3,NA,26,360,"Payment processing","2021-05-26","Bad","N / A"
15450,1,1697,1,1,9,524,"Item do not show","2021-06-20","Bad","unrealiable player mode"
10618,1,1819,2,0,7,171,"Compromited account","2021-07-18","Good","clear solution"
14380,0,1341,1,1,7,122,"Cheating","2021-07-01","Good","Le comportement de l'agent précis"
14766,NA,1688,4,0,11,514,"Payment processing","2021-05-16","Offered",NA
11840,1,1531,5,0,8,121,"Wrong password","2021-07-14","Good","satisfactory services!"
12218,1,1503,1,1,4,249,NA,NA,"Good","eficient website"
15513,NA,1663,NA,0,NA,226,"Payment processing","2021-07-26","Offered","N / A"
15355,1,1656,2,0,8,202,"Payment processing","2021-06-07","Good","I like service"
12399,NA,1337,6,0,15,509,"Compromited account","2021-06-26","Offered","N / A"
15353,NA,1414,4,NA,18,346,"Wrong password","2021-07-21","Offered","N / A"
13385,1,1692,3,0,6,59,"Wrong password","2021-08-19","Good","fast player mode"
10687,NA,1585,4,0,26,948,"Payment processing","2021-07-25","Offered",NA
13354,1,1519,2,NA,6,319,"Payment processing","2021-06-19","Good","Gran resolución ..."
12323,1,1777,2,0,7,287,"Wrong password","2021-07-27","Bad","Communication des agents déroutants"
11873,1,1341,4,0,NA,51,"Wrong password","2021-06-17","Good","useful delivery!!"
13738,1,1666,3,0,5,342,"Item do not show","2021-06-02","Bad","I dont like product!"
11002,1,1532,6,0,2,141,"Wrong password","2021-06-27","Good","solution fiable"
12795,1,1719,7,0,4,119,"Payment processing","2021-06-04","Good","agente confiable"
11273,1,1358,1,1,6,223,"Item do not show","2021-08-18","Good","N / A"
12604,NA,1663,2,0,2,138,"Item do not show","2021-05-21","Offered","N / A"
13478,1,1360,4,0,2,95,"Item do not show","2021-07-05","Good","precise website"
14676,0,1781,1,1,3,318,"Cheating","2021-07-29","Bad","I do not like website"
10553,1,1936,5,0,4,176,NA,"2021-06-05","Good","welldone: agent's communication"
14238,NA,2028,3,0,4,68,"Item do not show","2021-08-01","Offered",NA
12722,NA,1777,NA,0,8,626,"Item do not show","2021-08-22","Offered",NA
13011,NA,1384,3,0,3,245,"Compromited account","2021-06-11","Offered",NA
10369,1,1496,1,1,10,522,"Wrong password","2021-07-18","Bad","unsatisfactory solution,"
12443,1,1435,3,0,6,76,"Wrong password","2021-07-19","Good","services rapides"
14837,NA,1942,1,1,5,32,NA,"2021-07-11","Offered",NA
14733,1,1585,3,0,NA,83,"Payment processing","2021-07-31","Good","welldone: delivery."
12645,1,1426,3,0,6,229,"Item do not show","2021-05-11","Good","quick agent's behavior"
12423,1,1746,4,0,7,97,"Payment processing","2021-06-07","Good","Communication de l'agent incroyable"
12721,NA,1746,2,0,NA,NA,"Item do not show","2021-06-15","Offered",NA
10701,0,1899,3,0,10,356,"Wrong password","2021-08-01","Bad","No me gusta el comportamiento de los agentes"
13273,1,1566,6,0,3,27,"Payment processing","2021-08-15","Good","amazing website"
10172,1,1384,2,0,NA,811,"Payment processing","2021-06-07","Bad","lento ..... Resolución ..."
11787,1,1412,1,1,7,622,"Payment processing","2021-06-21","Bad",NA
11515,1,1947,1,1,24,368,"Wrong password","2021-06-19","Bad","jeu décevant"
11877,1,1287,6,0,8,102,"Item do not show","2021-08-09","Good","Produit efficace!"
15510,0,1359,2,0,9,459,"Cheating","2021-06-09","Bad","Site Web inutile"
14776,1,1522,1,1,3,278,"Wrong password","2021-07-16","Good","fast agents behavior"
14560,1,1936,2,0,6,149,"Wrong password","2021-07-01","Good","Produit bien fait!"
13666,NA,1496,NA,0,17,504,"Wrong password","2021-07-17","Offered","N / A"
14751,0,1892,1,1,18,989,"Payment processing","2021-07-11","Bad","comunicación de agentes lentos"
11784,NA,1656,1,1,5,575,"Wrong password","2021-06-14","Offered","N / A"
14503,1,1947,2,0,9,222,"Wrong password","2021-05-23","Good","N / A"
15390,NA,1358,NA,0,12,279,"Payment processing","2021-07-30","Offered",NA
14582,1,1400,2,0,8,114,"Payment processing","2021-05-30","Good","processus précis"
11452,NA,1363,3,0,7,778,"Compromited account","2021-08-11","Offered",NA
10521,1,1899,2,0,5,122,"Item do not show","2021-06-25","Good","Welldone: Communication des agents"
10280,NA,1837,6,0,12,585,"Wrong password","2021-06-04","Offered",NA
12513,1,1688,1,1,9,747,"Wrong password","2021-07-09","Bad","unreliable solution"
10929,NA,1287,3,0,8,65,"Item do not show","2021-08-22","Offered",NA
10848,1,1337,3,0,4,86,"Item do not show","2021-06-23","Good","livraison efficace."
12823,0,1363,5,NA,25,1041,"Compromited account","2021-06-09","Bad","juego poco confiable"
12701,NA,1566,1,1,6,530,"Wrong password","2021-06-07","Offered",NA
11075,1,1666,1,1,7,236,"Wrong password",NA,"Good","Site Web précis"
12930,1,1480,2,0,3,773,"Cheating","2021-06-12","Bad","agente horrible"
15005,1,1692,4,0,5,884,"Item do not show","2021-08-16","Bad","uselless resolution"
12118,0,1426,2,0,13,211,"Cheating","2021-06-05","Good","satisfactory career mode"
10815,1,1435,4,0,3,143,"Item do not show","2021-08-09","Good","well done experience"
12519,1,1770,2,0,23,508,"Payment processing","2021-06-02","Bad","unpleasant experience"
10310,1,1781,2,0,5,81,"Compromited account",NA,"Good","well done, service!!!"
12062,1,1384,3,0,8,104,"Wrong password","2021-08-09","Good","useful service"
12489,NA,1531,1,1,10,508,"Payment processing","2021-05-12","Offered","N / A"
11826,1,1411,3,0,6,NA,"Wrong password","2021-08-19","Bad","unsatisfactory career mode"
15628,NA,1319,1,1,4,39,"Cheating","2021-06-21","Offered","N / A"
13496,1,1568,4,0,8,279,"Compromited account","2021-07-05","Good","servicios increíbles"
13423,1,1248,2,0,11,958,"Wrong password","2021-08-17","Bad","confusing experience"
11122,1,1319,4,0,5,754,"Wrong password","2021-06-01","Bad","confusing agent`s behavior"
11755,1,1585,2,0,3,368,"Wrong password","2021-08-08","Good","useful delivery!!"
12742,1,1503,6,0,7,75,NA,NA,"Good","Gran sitio web"
13075,NA,1377,NA,0,7,852,"Payment processing",NA,"Offered","N / A"
14575,NA,1337,2,0,6,93,"Wrong password","2021-06-12","Offered",NA
11294,NA,1936,1,1,2,693,"Compromited account","2021-08-04","Offered","N / A"
10900,NA,1319,1,1,11,653,"Wrong password","2021-06-29","Offered",NA
13329,NA,1710,1,NA,6,152,"Item do not show","2021-06-01","Offered","N / A"
15644,0,1996,2,0,5,277,"Cheating","2021-08-02","Good","entrega satisfactoria"
14042,1,1806,3,0,7,177,"Payment processing","2021-07-20","Good","reliable player mode"
12463,NA,1400,4,0,20,842,"Item do not show","2021-06-29","Offered",NA
13094,1,1358,2,0,5,234,"Item do not show","2021-08-02","Good","quick resolution..."
12740,1,1435,4,0,6,156,"Payment processing","2021-08-02","Good","amazing solution"
10292,0,1710,4,0,9,341,"Item do not show","2021-05-31","Bad","Service d'élevage"
14704,0,1438,2,0,3,589,"Compromited account","2021-06-19","Bad","poco confiable ... comportamiento del agente"
13893,NA,1819,NA,1,6,146,"Wrong password","2021-07-15","Offered",NA
13849,0,1580,2,0,23,807,"Compromited account","2021-06-09","Bad","bad delivery!!"
14397,1,1435,3,0,5,164,NA,"2021-06-09","Good","agente agradable"
10428,NA,1819,2,0,5,260,"Wrong password","2021-07-03","Offered",NA
11833,NA,1936,3,0,6,58,"Compromited account","2021-07-16","Offered",NA
13949,0,1480,4,0,4,962,"Compromited account","2021-08-14","Bad",NA
14584,1,1411,2,0,20,638,"Wrong password","2021-05-22","Bad","unpleasant delivery!!"
10447,1,1522,2,0,25,463,"Payment processing","2021-06-12","Bad","inefficient solution"
15329,1,1568,4,0,11,1095,"Compromited account","2021-07-31","Bad","unreliable service"
12802,1,1942,2,0,4,200,"Payment processing","2021-07-13","Good","good product!"
15173,1,1648,3,0,NA,638,"Cheating","2021-06-23","Bad","Le comportement de l'agent insatisfaisant"
15478,NA,1480,NA,0,8,235,"Payment processing","2021-05-15","Offered",NA
14192,NA,1532,5,0,8,85,"Payment processing","2021-08-02","Offered",NA
11776,1,2019,4,0,9,35,"Wrong password","2021-08-22","Good","welldone: agent`s communication"
12758,1,1688,3,0,11,702,"Compromited account","2021-07-19","Bad","Servicio inútil !!!"
13359,1,1350,3,0,2,106,"Wrong password","2021-07-25","Good","welldone: experience"
14406,1,1248,3,0,25,787,"Payment processing","2021-05-20","Bad","slow agent's behavior"
12419,1,1710,3,0,19,704,"Item do not show","2021-06-13","Bad","Je n'aime pas la solution,"
14462,NA,1568,1,1,3,232,"Payment processing","2021-06-11","Offered",NA
13586,1,1519,4,0,5,703,"Item do not show","2021-06-24","Bad","unsatisfactory agent"
15376,NA,1477,3,0,6,720,"Cheating",NA,"Offered","N / A"
12797,NA,2019,3,0,19,531,"Cheating","2021-06-22","Offered",NA
15237,1,1267,2,0,7,147,NA,"2021-06-27","Good","welldone: game"
13930,0,1350,1,1,7,368,"Compromited account","2021-05-30","Bad","disappointing agent`s communication"
10379,1,1746,2,0,20,248,"Wrong password","2021-05-18","Bad","slow..... product!"
13366,1,2003,2,0,6,129,"Wrong password","2021-06-09","Good","satisfactory delivery"
11048,1,1585,2,0,9,93,"Wrong password","2021-07-16","Good","Service incroyable !!!"
10579,1,1473,5,0,4,273,"Item do not show","2021-05-16","Good","Bravo, mode joueur"
10283,1,1566,2,0,5,330,"Item do not show","2021-05-17","Good","good agent`s communication"
11365,1,1695,3,NA,9,218,"Item do not show","2021-05-29","Good","artículo confiable"
11238,NA,1531,5,0,3,655,"Wrong password",NA,"Offered","N / A"
10652,0,2003,4,0,18,789,"Compromited account","2021-08-15","Bad",NA
12702,NA,1435,3,0,5,172,"Item do not show","2021-07-24","Offered","N / A"
14726,1,1949,2,0,30,538,"Wrong password","2021-06-12","Bad","disappointing player mode"
10826,NA,1936,3,0,8,43,"Payment processing","2021-06-16","Offered",NA
13083,1,1697,2,0,19,662,"Wrong password","2021-08-03","Bad","uselless agents behavior"
15657,1,1996,4,0,3,242,"Compromited account","2021-07-17","Good","Services agréables!"
14234,0,1340,1,1,12,561,"Item do not show","2021-08-16","Bad","Service déroutant !!!"
13895,1,1384,2,0,21,712,"Item do not show","2021-07-07","Bad","artículo insatisfactorio"
10401,0,1531,3,0,16,446,"Cheating","2021-08-11","Bad",NA
10247,1,1695,2,0,9,204,"Compromited account","2021-08-12","Good","eficient player mode"
12501,1,1340,2,0,17,388,"Wrong password","2021-05-23","Bad","peu fiable ... expérience"
12639,NA,1926,6,0,3,144,"Payment processing","2021-07-03","Offered",NA
14705,1,1390,4,0,5,449,"Item do not show","2021-06-10","Bad","Communication des agents décevants"
15074,1,1359,4,0,5,202,NA,"2021-07-27","Good","Résolution rapide"
10395,NA,1857,1,1,5,266,"Payment processing","2021-08-22","Offered",NA
12654,1,1571,2,0,14,NA,"Payment processing","2021-05-16","Good","well done, solution"
13102,1,1646,2,0,10,279,"Payment processing","2021-05-25","Good","site Web rapide"
15034,1,1781,3,0,7,70,"Item do not show","2021-05-27","Good","well done, item"
14312,1,1566,2,0,3,62,"Wrong password","2021-05-19","Good","useful agent"
13564,NA,1414,2,0,4,264,"Payment processing","2021-05-19","Offered","N / A"
15561,1,1688,5,0,9,127,"Item do not show","2021-05-24","Good","reliable agent`s communication"
14707,NA,1759,4,0,2,157,"Payment processing","2021-08-05","Offered",NA
12839,1,1837,3,0,4,229,"Payment processing","2021-07-30","Good","fast solution"
11087,1,1770,2,0,3,199,"Item do not show","2021-06-09","Good","solution rapide,"
12644,1,1532,2,0,17,954,"Item do not show","2021-06-02","Bad","awful delivery!!"
10948,1,1726,3,0,6,395,"Item do not show","2021-07-12","Bad","unclear delivery!!"
11234,NA,1813,2,0,11,229,"Wrong password","2021-05-14","Offered",NA
12024,1,1697,4,0,15,548,"Wrong password","2021-05-15","Bad","Article inutile"
13492,NA,2019,3,0,11,234,"Compromited account","2021-07-26","Offered","N / A"
11038,1,1390,2,NA,6,NA,"Payment processing","2021-08-13","Good","buen producto"
15307,1,1503,1,1,7,525,"Wrong password","2021-08-03","Bad","unclear service!!!"
12838,NA,1267,2,0,7,629,NA,"2021-05-11","Offered",NA
13001,1,2003,2,0,4,69,"Payment processing","2021-05-20","Good","amazing! agent`s behavior"
12906,0,1426,2,0,10,60,"Compromited account","2021-07-16","Good","fast product!"
12664,1,2003,2,0,6,NA,"Wrong password","2021-07-17","Bad","N / A"
12599,NA,1337,5,0,17,489,"Payment processing","2021-05-24","Offered","N / A"
12595,1,1759,2,0,7,69,"Item do not show","2021-07-21","Good","Comportement de l'agent efficace"
14683,1,1921,2,0,4,59,NA,"2021-06-08","Good","Comportamiento de agentes confiables"
14623,1,1926,2,0,4,63,"Wrong password","2021-08-19","Good","Beau comportement d'agents"
10991,NA,1571,3,0,9,154,"Compromited account","2021-08-10","Offered",NA
10258,1,1646,3,0,6,147,"Item do not show","2021-06-21","Good","J'aime le service !!!"
12537,1,1697,2,0,13,160,"Wrong password","2021-08-13","Good","excellent site Web"
14955,NA,1726,3,0,23,635,"Wrong password","2021-07-20","Offered",NA
11437,1,1317,4,0,12,147,"Compromited account","2021-08-15","Good","I like agent`s behavior"
15556,1,1438,3,0,18,889,"Wrong password","2021-06-10","Bad","confusing service"
11478,0,1390,2,0,19,319,"Item do not show","2021-05-19","Bad","unreliable... website"
13338,1,1571,4,0,25,617,"Wrong password","2021-08-19","Bad","bad agent"
10689,NA,1985,5,0,30,651,"Wrong password","2021-05-26","Offered",NA
15656,1,1412,1,1,6,1152,"Payment processing","2021-08-01","Bad","useless agents communication"
14286,NA,1648,2,0,9,204,"Wrong password","2021-07-25","Offered","N / A"
11375,0,1435,2,0,12,551,"Wrong password","2021-06-08","Bad",NA
11589,1,1585,3,0,NA,318,"Payment processing","2021-07-10","Good","Welldone: Entrega !!"
15630,0,1340,3,NA,2,107,"Cheating","2021-07-19","Good","artículo satisfactorio"
12226,NA,1531,6,0,7,217,"Item do not show","2021-06-06","Offered",NA
10953,0,1688,2,0,23,616,"Compromited account","2021-06-17","Bad","unsatisfactory service"
10833,1,1248,5,0,15,102,"Wrong password","2021-07-09","Good","useful agent`s communication"
14004,NA,1390,4,0,2,107,"Payment processing","2021-08-18","Offered",NA
11751,NA,1287,2,0,9,663,"Compromited account","2021-06-03","Offered","N / A"
10630,0,1857,2,0,9,85,"Cheating","2021-05-18","Good","sitio web confiable"
12446,0,1337,3,0,20,658,"Cheating",NA,"Bad","I don't like solution"
11097,NA,1427,4,0,4,684,"Payment processing","2021-07-28","Offered","N / A"
15598,1,1377,3,0,4,89,"Item do not show","2021-05-20","Good","useful game"
11128,NA,1535,4,0,10,492,"Cheating","2021-06-20","Offered",NA
15555,NA,1692,7,0,9,521,"Payment processing","2021-05-25","Offered",NA
14920,1,1287,3,0,11,589,NA,"2021-05-25","Bad","confusing agent's behavior"
12630,NA,1646,2,0,13,285,"Payment processing","2021-07-20","Offered",NA
15486,1,1319,7,0,7,145,"Payment processing","2021-07-10","Good","efficient delivery."
15006,NA,1936,1,1,6,175,"Wrong password","2021-07-03","Offered","N / A"
12890,1,1695,2,0,4,66,"Cheating","2021-06-29","Good","pleasant product"
14631,0,1949,4,0,18,676,"Wrong password","2021-06-21","Bad","unpleasant game"
11990,1,1942,2,0,2,216,"Wrong password","2021-06-02","Good","Comportement précis des agents"
13902,1,1580,3,0,4,NA,"Item do not show","2021-08-18","Good",NA
11750,1,1719,1,1,4,170,"Wrong password","2021-06-07","Good","efficient web-site"
15599,NA,1942,2,NA,11,756,"Payment processing","2021-07-17","Offered","N / A"
15092,1,1857,2,0,19,537,"Wrong password","2021-06-04","Bad","bad website"
10406,1,1754,5,0,NA,195,"Wrong password","2021-06-11","Good","Produit bien fait!"
11506,1,1857,1,1,6,213,"Compromited account","2021-08-14","Good","Services merveilleux!"
12222,NA,1806,2,0,8,289,"Payment processing","2021-07-23","Offered","N / A"
12437,NA,1503,1,1,4,173,"Payment processing","2021-05-27","Offered",NA
13330,1,1719,3,0,3,347,"Payment processing","2021-07-01","Good","quick agent`s behavior"
12655,1,1583,3,0,7,257,"Item do not show","2021-06-02","Good","Comunicación de agente asombroso"
13710,NA,1317,1,1,3,17,"Wrong password","2021-05-20","Offered",NA
10441,1,1949,5,0,13,121,"Wrong password","2021-07-03","Good","clear agent"
14027,1,1317,2,0,3,209,"Payment processing","2021-06-19","Good","well done agent's communication"
11932,1,1899,2,0,9,325,"Item do not show","2021-07-07","Good","Service Nicee"
10751,NA,1892,2,0,31,644,"Cheating","2021-06-03","Offered",NA
10587,NA,NA,NA,NA,NA,NA,NA,"2020-12-15","Offered","N / A"
13534,1,1496,2,0,6,288,"Wrong password","2021-05-18","Good","wonderful game"
13788,NA,1996,NA,0,NA,452,"Payment processing","2021-06-20","Offered","N / A"
12055,0,1566,2,0,10,502,"Compromited account","2021-07-24","Bad","Lente ... expérience"
12785,NA,1806,3,0,7,430,"Wrong password","2021-07-02","Offered",NA
11679,1,1341,4,0,3,655,"Item do not show","2021-06-08","Bad","Je n'aime pas le mode carrière"
13406,NA,1710,1,1,4,630,"Payment processing","2021-08-05","Offered","N / A"
12676,0,1535,1,1,18,837,"Cheating","2021-07-19","Bad","uselless career mode"
14335,0,2028,2,0,NA,175,"Compromited account","2021-07-25","Good","pleasant item"
10886,NA,1531,2,0,25,554,"Item do not show","2021-06-06","Offered",NA
10666,1,1996,2,0,4,294,"Item do not show","2021-07-21","Good","Mode de carrière agréable"
12880,1,1967,2,0,4,251,"Cheating","2021-07-26","Good","N / A"
10348,1,2028,5,0,5,616,"Wrong password","2021-08-17","Bad","I dont like agents behavior"
13662,1,2003,4,0,6,840,"Payment processing","2021-05-26","Bad","inefficient agents behavior"
11720,0,1819,2,0,11,659,"Wrong password","2021-06-02","Bad","services lents"
15344,NA,1438,NA,0,5,10,"Wrong password","2021-08-09","Offered",NA
13379,1,1666,3,0,11,726,"Wrong password","2021-06-09","Bad","slow..... player mode"
10166,1,1754,2,0,12,297,"Item do not show","2021-06-05","Bad","disappointing resolution"
10338,1,1412,2,0,18,724,"Item do not show","2021-07-13","Bad","Comportamiento de agentes inútiles"
12138,1,1947,4,0,3,136,"Payment processing",NA,"Good","J'aime le mode carrière"
14979,0,1719,3,0,2,938,"Compromited account","2021-05-23","Bad","unreliable solution"
11293,1,1580,2,0,3,50,"Item do not show","2021-07-12","Good","Comportement du grand agent"
11099,1,1770,6,0,23,731,"Payment processing","2021-07-30","Bad","Mauvaise livraison !!"
14878,1,1532,2,0,15,23,"Wrong password",NA,"Good","well done, agent"
12113,NA,1359,1,1,13,183,"Payment processing","2021-07-11","Offered",NA
12324,1,1666,1,1,9,NA,"Payment processing","2021-06-15","Good","amazing! resolution..."
12367,1,1926,1,1,16,NA,"Wrong password","2021-07-13","Bad","jeu déroutant"
14591,1,1663,3,0,3,873,"Payment processing","2021-05-31","Bad","solution lente"
11114,1,1531,6,0,13,824,"Wrong password","2021-05-30","Bad","unreliable... delivery"
11428,1,1892,2,0,5,234,"Wrong password","2021-05-14","Good","Comportement des agents agréables"
13553,0,1929,2,0,6,545,"Cheating","2021-07-30","Bad","N / A"
12671,0,1929,2,0,3,265,"Cheating","2021-07-19","Bad","I do not like resolution..."
15021,1,2003,4,0,16,456,"Wrong password","2021-07-01","Bad","bad career mode"
11640,1,1435,5,0,5,212,"Payment processing","2021-07-05","Good","amazing! solution,"
13215,1,1438,1,1,5,44,"Wrong password","2021-08-22","Good","résolution efficace"
12877,NA,1480,NA,0,9,171,"Compromited account","2021-06-05","Offered",NA
14348,1,1663,5,0,15,514,"Payment processing","2021-07-18","Bad","inefficient services!"
13178,NA,1759,NA,0,4,190,"Wrong password","2021-06-25","Offered",NA
11480,0,1648,5,0,3,27,"Cheating","2021-07-03","Good","Article bien fait"
12929,1,1426,6,0,2,63,"Payment processing","2021-07-18","Good","eficient product"
14049,1,1438,2,NA,5,360,"Payment processing","2021-08-05","Bad","Comportamiento de agente poco revelable"
13114,0,1781,1,1,6,280,"Compromited account","2021-07-15","Good","quick agent's communication"
15046,NA,1496,5,0,15,40,"Wrong password","2021-06-02","Offered","N / A"
11338,NA,2003,5,0,8,183,"Wrong password","2021-07-04","Offered",NA
13174,1,1455,3,0,11,60,"Wrong password","2021-05-15","Good","buena solución,"
10873,NA,1480,3,0,5,16,"Payment processing","2021-07-12","Offered","N / A"
12168,1,1532,1,1,10,179,"Wrong password","2021-07-13","Good","nice agent`s behavior"
13740,NA,1583,5,0,10,885,"Item do not show","2021-05-31","Offered",NA
10632,1,1646,2,0,3,102,NA,"2021-05-30","Good","Communication de l'agent précis"
13926,1,1777,4,0,8,147,"Item do not show","2021-08-22","Good","Comportement de l'agent eficiente"
11571,1,1427,2,0,13,157,"Wrong password","2021-08-12","Good","great process"
10978,NA,1817,NA,1,3,40,"Wrong password","2021-06-13","Offered","N / A"
10792,1,1358,5,0,10,1144,"Wrong password","2021-05-26","Bad",NA
12198,0,1384,2,0,21,948,"Item do not show","2021-07-06","Bad","Sentitif ..... Service"
14700,1,1531,2,0,6,529,NA,"2021-05-16","Bad","I dont like agent's communication"
14163,NA,1648,1,1,7,178,"Wrong password","2021-05-20","Offered",NA
14975,1,1287,3,0,11,282,"Payment processing","2021-05-27","Good","efficient web-site"
13159,1,1812,2,0,21,570,"Item do not show","2021-05-12","Bad","Résolution désagréable ..."
12500,NA,1412,3,0,16,835,"Compromited account","2021-08-13","Offered",NA
14467,1,1837,6,0,6,640,"Wrong password","2021-05-24","Bad","unreliable... product!"
12588,1,1532,2,0,8,551,"Wrong password","2021-06-24","Bad","slow..... player mode"
15070,1,1400,2,0,NA,169,"Payment processing","2021-06-22","Good","modo de carrera rápida"
12836,1,1746,4,0,3,167,"Payment processing","2021-05-28","Good","solution eficiente,"
13127,1,1726,2,0,12,834,"Item do not show","2021-07-15","Bad","I dont like agent's communication"
10691,1,1819,1,NA,16,318,"Payment processing","2021-07-24","Good","buen agente"
11987,NA,1358,4,0,2,127,"Payment processing","2021-07-21","Offered",NA
14891,NA,1695,NA,1,7,NA,"Item do not show","2021-07-26","Offered","N / A"
15640,1,2028,3,0,8,285,"Item do not show","2021-08-19","Good","N / A"
10720,1,1671,5,0,8,220,"Wrong password","2021-05-30","Good","grand processus"
10469,1,1341,4,0,17,774,"Wrong password","2021-06-15","Bad","uselless delivery"
12468,NA,1400,4,0,8,685,"Wrong password","2021-07-10","Offered",NA
10574,1,1427,1,1,8,157,"Payment processing","2021-05-26","Good","nicee agent's communication"
12773,1,1710,2,0,15,533,"Wrong password","2021-07-20","Bad","disappointing solution"
11486,1,1519,2,0,6,230,"Item do not show","2021-08-05","Good","Buena entrega."
11426,1,1337,3,0,6,614,"Wrong password",NA,"Bad","sitio web inútil"
12581,1,1548,1,1,3,104,"Wrong password","2021-07-13","Good","J'aime le service"
14985,1,1666,2,0,6,209,NA,NA,"Good","entrega precisa"
12853,1,2028,4,0,4,351,"Item do not show","2021-07-27","Good","livraison incroyable"
11451,1,1566,2,0,4,135,"Wrong password","2021-08-19","Good","precise resolution"
